quadrant,scene_name_zh,scene_name_en,industry_code,source_major_code,source_major_name,process_step,value_score,difficulty_score,labor_urgency,scale_potential,superhuman_value,operation_complexity,structure_level,fault_tolerance,takt_pressure,l3_extracted,guide_generated
Q1-优先实施,密封测试-液压气动系统-多接口检漏,SealTest-HydraulicPneumaticSystem-MultiPortLeakCheck,35-00-00,35,专用设备制造业,密封测试,4.0,1.25,3,5,4,2,3,5,4,False,False
Q1-优先实施,成品搬运码垛-电气产品-重载堆叠,FinishedPalletizing-ElectricalProduct-HeavyStacking,38-389-3899,38,电气机械和器材制造业,搬运码垛,4.0,1.25,4,5,3,2,4,4,4,False,False
Q1-优先实施,PCB组件上下料-SMT产线-托盘搬运,PCBLoadingUnloading-SMTLine-TrayHandling,40-401-4011,40,仪器仪表制造业,元器件组装,4.0,1.25,3,5,4,2,5,4,3,False,False
Q1-优先实施,光学元件清洁-镜片镀膜前-洁净室操作,OpticalComponentCleaning-PreCoatingLens-CleanroomOperation,40-404-4040,40,仪器仪表制造业,清洗,4.0,1.25,4,3,5,3,5,4,4,False,False
Q1-优先实施,功能测试-电工仪表-按键旋钮操作,FunctionalTest-ElectricalInstruments-ButtonKnobOperation,40-401-4012,40,仪器仪表制造业,检测测试,4.0,1.25,3,4,5,3,5,4,4,False,False
Q1-优先实施,搬运卸载-辐照完成托盘-辐射残留区,Unloading-IrradiatedPallets-ResidualRadiationZone,41-412-4120,41,其他制造业,物料卸载,4.0,1.25,5,2,5,2,4,3,5,False,False
Q1-优先实施,搬运装载-辐照物料托盘-辐射屏蔽区,Loading-IrradiationMaterialPallets-RadiationShieldedZone,41-412-4120,41,其他制造业,物料装载,4.0,1.25,5,2,5,2,4,3,5,False,False
Q1-优先实施,分拣分类-废玻璃-按颜色材质分选,Sorting-GlassWaste-ByColorAndType,42-422-4220,42,废弃资源综合利用业,人工分拣,4.0,1.25,4,4,4,2,3,5,4,True,True
Q1-优先实施,高压检修-电气设备-带电作业区,HighVoltageMaintenance-ElectricalEquipment-LiveZone,43-435-4350,43,金属制品、机械和设备修理业,绝缘测试,4.0,1.25,5,3,4,3,4,4,5,False,False
Q1-优先实施,药剂搬运码垛-加药间仓储区-25kg重载高频,ChemicalPalletizing-DosingRoomStorage-25kgHighFrequency,46-00-00,46,水的生产和供应业,仓储堆垛,4.0,1.25,4,5,3,2,4,4,4,False,False
Q1-优先实施,外观检测-成品小盒-多面翻转,VisualInspection-CigarettePack-MultiSide,16-162-1620,16,烟草制品业,成品检测,4.0,1.5,4,4,4,3,4,4,4,False,False
Q1-优先实施,操作监控-湿整理转鼓-有毒环境,DrumOperation-WetFinishing-ToxicEnvironment,19-191-1910,19,皮革、毛皮、羽毛及其制品和制鞋业,复鞣染色,4.0,1.5,4,3,5,3,4,3,5,False,False
Q1-优先实施,注塑取件-塑料鞋生产-高温环境,InjectionUnloading-PlasticShoe-HighTemp,19-00-1953,19,皮革、毛皮、羽毛及其制品和制鞋业,注塑成型,4.0,1.5,4,5,3,2,5,4,2,False,False
Q1-优先实施,质检抽样-油品储罐-多层取样口,QualitySampling-OilTank-MultiLevelPorts,25-251-2511,25,石油、煤炭及其他燃料加工业,储存,4.0,1.5,4,4,4,3,4,4,4,False,False
Q1-优先实施,西林瓶轧盖-冻干制剂-全压塞封口,VialCapping-LyophilizedFormulation-FullStopperSealing,27-276-00,27,医药制造业,冻干封口,4.0,1.5,4,3,5,2,5,2,4,False,False
Q1-优先实施,打包封箱-成品丝饼-自动称重,PackingSealing-FinishedYarnPackage-AutoWeighing,28-282-00,28,化学纤维制造业,包装出库,4.0,1.5,3,5,4,2,4,4,3,False,False
Q1-优先实施,搬运码垛-成品轮胎-重载异形,Palletizing-FinishedTire-HeavyIrregular,29-00-2911,29,橡胶和塑料制品业,包装,4.0,1.5,4,5,3,2,4,4,3,False,False
Q1-优先实施,取件码垛-注塑制品-高频循环,PartRemoval-InjectionMolding-HighCycle,29-292-00,29,橡胶和塑料制品业,脱模取件,4.0,1.5,3,5,4,2,5,4,2,True,True
Q1-优先实施,搬运码垛-混凝土砌块-重型建材,Palletizing-ConcreteBlock-HeavyMaterial,30-302-3021,30,非金属矿物制品业,码垛,4.0,1.5,4,5,3,2,4,4,3,False,False
Q1-优先实施,外观检测-石材板面-多缺陷识别,Inspection-StoneSurface-MultiDefect,30-303-3032,30,非金属矿物制品业,检测分级,4.0,1.5,3,4,5,2,4,4,3,False,False
Q1-优先实施,外观检测-平板玻璃-缺陷分选,Inspection-FlatGlass-DefectSorting,30-304-3041,30,非金属矿物制品业,检测,4.0,1.5,3,4,5,2,4,4,3,False,False
Q1-优先实施,搬运码垛-耐火砖-高温出窑,Palletizing-Firebrick-HotFromKiln,30-308-3089,30,非金属矿物制品业,检验,4.0,1.5,4,4,4,2,3,4,4,False,False
Q1-优先实施,出铁口监控-铁水出炉过程-1500℃高温辐射,Monitoring-TappingProcess-1500CHighTemp,31-311-3110,31,黑色金属冶炼和压延加工业,出铁作业,4.0,1.5,5,3,4,2,4,3,4,False,False
Q1-优先实施,炉前取样-铁水成分检测-高温危险作业,Sampling-HotMetalComposition-HighTempHazard,31-311-3110,31,黑色金属冶炼和压延加工业,出铁作业,4.0,1.5,5,3,4,3,4,4,4,False,False
Q1-优先实施,合金取样-熔炼成分检测-极高温危险作业,Sampling-AlloyComposition-ExtremeHighTempHazard,31-314-3140,31,黑色金属冶炼和压延加工业,出合金作业,4.0,1.5,5,3,4,3,4,4,4,False,False
Q1-优先实施,扒渣作业-熔炼炉-高温熔渣清除,SlagRemoval-SmeltingFurnace-MoltenSlagClearing,32-321-00,32,有色金属冶炼和压延加工业,熔炼,4.0,1.5,5,4,3,3,4,4,4,False,False
Q1-优先实施,炉渣运输-熔炼车间-高温重载,SlagTransport-SmeltingWorkshop-HighTempHeavyLoad,32-321-00,32,有色金属冶炼和压延加工业,熔炼,4.0,1.5,5,4,3,2,4,3,4,True,True
Q1-优先实施,巡检监测-褐煤堆场-高自燃风险,Inspection-LigniteStockyard-HighSpontaneousCombustionRisk,6-62-620,6,煤炭开采和洗选业,仓储堆存,4.0,1.5,4,3,5,1,2,4,4,False,False
Q1-优先实施,搬运配送-井下物料-狭窄巷道,MaterialHandling-UndergroundSupplies-NarrowTunnel,6-61-610,6,煤炭开采和洗选业,采掘作业,4.0,1.5,4,5,3,2,3,4,4,False,False
Q1-优先实施,采样检测-原煤煤质-定点取样,Sampling-RawCoalQuality-FixedPointCollection,6-61-610,6,煤炭开采和洗选业,洗选加工,4.0,1.5,4,4,4,3,4,4,4,False,False
Q1-优先实施,加药装置操作-油田化学剂-定量添加,ChemicalDosingOperation-OilfieldChemicals-QuantitativeAddition,7-71-00,7,石油和天然气开采业,油气处理,4.0,1.5,4,4,4,3,4,4,4,False,False
Q1-优先实施,设备润滑-井场机泵-定期加注黄油,EquipmentLubrication-WellsitePumps-PeriodicGreasing,7-71-00,7,石油和天然气开采业,设备维护,4.0,1.5,3,5,4,3,3,4,5,False,False
Q1-优先实施,搬运码垛-精矿包装码垛-重载标准件,Palletizing-ConcentratePackaging-HeavyStandardized,8-00-00,8,黑色金属矿采选业,成品储运,4.0,1.5,4,5,3,2,4,4,3,False,False
Q1-优先实施,搬运配送-选矿药剂-有毒腐蚀性物料,HandlingDelivery-FlotationReagent-ToxicCorrosiveMaterial,9-91-00,9,有色金属矿采选业,选矿,4.0,1.5,5,4,3,2,4,3,4,False,False
Q1-优先实施,矿仓放矿-破碎站进料-仓口开闭控制,OreBinDischarge-CrushingStationFeed-GateOpenCloseControl,10-00-00,10,非金属矿采选业,破碎筛分,4.0,1.5,4,4,4,3,4,4,4,False,False
Q1-优先实施,袋装码垛-?ite山包装区-重载搬运码垛,BagPalletizing-MinePackagingArea-HeavyLoadStacking,10-00-00,10,非金属矿采选业,堆存包装,4.0,1.5,4,5,3,2,4,4,3,False,False
Q1-优先实施,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,11,开采专业及辅助性活动,尾矿处理,4.0,1.5,4,4,4,1,2,3,5,True,True
Q1-优先实施,原料投料-粉碎机料斗-粉尘环境,MaterialFeeding-CrusherHopper-DustyEnvironment,13-132-00,13,农副食品加工业,粉碎破碎,4.0,1.5,5,4,3,2,3,4,4,False,False
Q1-优先实施,搬运码垛-袋装粮食-50kg重载,Palletizing-GrainBags-50kgHeavyLoad,13-131-00,13,农副食品加工业,成品码垛,4.0,1.5,4,5,3,2,4,4,3,False,False
Q1-优先实施,搬运码垛-袋装饲料-40kg重载,Palletizing-FeedBags-40kgHeavyLoad,13-132-00,13,农副食品加工业,成品入库,4.0,1.5,4,5,3,2,4,4,3,False,False
Q1-优先实施,成品码垛-箱装食品-多规格混码,Palletizing-CartonsFood-MixedSKU,14-00-00,14,食品制造业,成品码垛,4.0,1.5,3,5,4,2,4,4,3,False,False
Q1-优先实施,搬运码垛-袋装原料-25kg重载,Palletizing-BaggedIngredients-25kg,14-00-00,14,食品制造业,原料入库,4.0,1.5,4,5,3,2,3,4,4,False,False
Q1-优先实施,搬运码垛-成品酒箱-多规格混线,Palletizing-LiquorCartons-MultiSKU,15-151-00,15,酒、饮料和精制茶制造业,码垛,4.0,1.5,4,5,3,2,4,4,3,False,False
Q1-优先实施,空瓶卸垛-包装线前端-周转箱拆解,EmptyBottleDepalletizing-PackagingInlet-CrateUnloading,15-152-00,15,酒、饮料和精制茶制造业,灌装,4.0,1.5,4,5,3,2,4,4,3,True,True
Q1-优先实施,装箱封箱-成品包装线-多规格适应,CasePackingSealing-PackagingLine-MultiFormat,15-152-00,15,酒、饮料和精制茶制造业,装箱,4.0,1.5,4,5,3,2,4,4,3,False,False
Q1-优先实施,取件码放-压铸件出模-高温重复,PartRemoval-DieCastingEjection-HighTempRepetitive,33-339-3392,33,金属制品业,取件冷却,4.0,1.5,4,5,3,2,5,4,2,False,False
Q1-优先实施,外观检测-不锈钢餐具-多面翻转,VisualInspection-StainlessCutlery-MultiSideTurning,33-338-3382,33,金属制品业,外观检测,4.0,1.5,3,4,5,3,4,5,3,True,True
Q1-优先实施,叉车液压测试-电动叉车-管路试压,ForkliftHydraulicTest-ElectricForklift-PipelinePressure,34-343-3433,34,通用设备制造业,液压调试,4.0,1.5,4,4,4,3,4,4,4,True,False
Q1-优先实施,增材设备粉末更换-金属3D打印-粉仓清理,AMEquipmentPowderChange-Metal3DPrint-ChamberCleaning,34-349-3493,34,通用设备制造业,设备准备,4.0,1.5,5,3,4,3,4,4,4,False,False
Q1-优先实施,清洁消毒-制药设备部件-GMP洁净区,CleaningDisinfection-PharmaMachineParts-GMPCleanroom,35-354-3544,35,专用设备制造业,清洗,4.0,1.5,4,3,5,3,4,4,4,False,False
Q1-优先实施,检测调试-摩托车整车下线-多项功能检测,FinalInspection-MotorcycleOffLine-MultiFunctionTest,37-375-3751,37,铁路、船舶、航空航天和其他运输设备制造业,检测,4.0,1.5,3,5,4,2,4,4,3,False,False
Q1-优先实施,外观检测-家电成品-多面翻转,AppearanceInspection-HomeApplianceFinished-MultiFaceFlip,38-385-3859,38,电气机械和器材制造业,外观检查,4.0,1.5,3,5,4,2,4,4,3,False,False
Q1-优先实施,开关装配-低压配电柜-多规格切换,SwitchAssembly-LVSwitchgear-MultiSpecSwitch,38-382-3823,38,电气机械和器材制造业,元器件安装,4.0,1.5,3,5,4,3,4,4,4,False,False
Q1-优先实施,包装装箱-消费电子产品-多配件组合,Packaging-ConsumerElectronics-MultiAccessoryKitting,39-00-3922,39,计算机、通信和其他电子设备制造业,包装,4.0,1.5,3,5,4,2,4,4,3,False,False
Q1-优先实施,搬运配送-SMT物料卷盘-跨楼层多线体,MaterialDelivery-SMTReels-MultiFloorMultiLine,39-00-00,39,计算机、通信和其他电子设备制造业,SMT贴片,4.0,1.5,3,5,4,2,3,4,4,False,False
Q1-优先实施,元器件分拣-入库前-多规格分类,ComponentSorting-PreStorage-MultiSpecClassification,40-00-00,40,仪器仪表制造业,原料入库,4.0,1.5,3,5,4,2,4,4,3,False,False
Q1-优先实施,包装封箱-精密仪器-防震材料填充,PackagingSealing-PrecisionInstruments-ShockproofFilling,40-00-00,40,仪器仪表制造业,包装入库,4.0,1.5,3,5,4,2,4,4,3,False,False
Q1-优先实施,物料配送-生产车间-多工位循环,MaterialDelivery-ProductionWorkshop-MultiStationCycling,40-00-00,40,仪器仪表制造业,元器件组装,4.0,1.5,3,5,4,2,3,4,4,False,False
Q1-优先实施,分拣分类-混合废金属-磁性非磁性分离,Sorting-MixedScrapMetal-MagneticSeparation,42-421-4210,42,废弃资源综合利用业,预分类,4.0,1.5,3,5,4,2,3,5,3,False,False
Q1-优先实施,搬运装卸-危废容器-密闭转运,Handling-HazardousWasteContainer-SealedTransfer,42-421-4210,42,废弃资源综合利用业,危废处置,4.0,1.5,5,3,4,2,4,2,5,False,False
Q1-优先实施,外板喷涂-船舶船体-高空悬挂作业,HullPainting-ShipExterior-SuspendedHighAltitude,43-00-4342,43,金属制品、机械和设备修理业,涂装防腐,4.0,1.5,5,3,4,3,3,4,5,False,False
Q1-优先实施,管路试压-液压系统-高压泄漏检测,PipelinePressureTest-HydraulicSystem-HighPressureLeakDetection,43-433-4330,43,金属制品、机械和设备修理业,试压检漏,4.0,1.5,5,3,4,3,4,3,5,False,False
Q1-优先实施,电力计量表校验-电力供应计量系统-重复性精密操作,ElectricMeterCalibration-PowerSupplyMetering-RepetitivePrecisionOperation,44-442-4420,44,电力、热力生产和供应业,计量表校验,4.0,1.5,3,5,4,3,5,4,3,False,False
Q1-优先实施,管道内检-燃气管道-密闭空间作业,PipelineInternalInspection-GasPipe-ConfinedSpaceWork,45-451-00,45,燃气生产和供应业,管网输配,4.0,1.5,5,3,4,3,3,4,5,False,False
Q1-优先实施,阀门操作-调压站手轮阀-定期维护,ValveOperation-RegulatorStationHandwheel-PeriodicMaintenance,45-00-4511,45,燃气生产和供应业,调压站,4.0,1.5,3,5,4,3,4,3,5,True,True
Q2-重点攻关,注液操作-锂电池电芯-洁净精密,Electrolyte-Injection-LiBCell-CleanPrecise,38-384-3841,38,电气机械和器材制造业,注液,5.0,2.0,5,5,5,3,5,2,3,True,True
Q2-重点攻关,灌装操作-口服液小容量-无菌环境,FillingOperation-OralLiquidSmallVolume-SterileEnvironment,27-272-2720,27,医药制造业,压片灌装,4.67,1.75,5,4,5,3,5,3,3,False,False
Q2-重点攻关,钢材表面检测-带钢缺陷识别-高速连续运行,SteelSurfaceInspection-StripDefectDetection-HighSpeedContinuous,31-313-3130,31,黑色金属冶炼和压延加工业,表面检测,4.67,1.75,4,5,5,2,5,3,2,False,False
Q2-重点攻关,阳极更换-电解槽-腐蚀高温环境,AnodeReplacement-ElectrolyticCell-CorrosiveHighTemp,32-00-3211,32,有色金属冶炼和压延加工业,电解精炼,4.67,1.75,5,5,4,3,4,3,4,False,False
Q2-重点攻关,出铝作业-电解槽-高温铝液,AluminumTapping-ElectrolyticCell-MoltenAluminum,32-00-3216,32,有色金属冶炼和压延加工业,出铝,4.67,1.75,5,5,4,3,4,3,4,False,False
Q2-重点攻关,换极作业-铝电解槽-阳极炭块更换,AnodeChange-AluminumCell-CarbonBlockReplacement,32-00-3216,32,有色金属冶炼和压延加工业,电解,4.67,1.75,5,5,4,3,4,3,4,False,False
Q2-重点攻关,带材表面检测-冷轧出口-连续高速,StripInspection-ColdRollingOutlet-ContinuousHighSpeed,32-00-3251,32,有色金属冶炼和压延加工业,检测,4.67,1.75,4,5,5,2,5,3,2,False,False
Q2-重点攻关,外观检测-手机壳体-多面翻转全检,VisualInspection-PhoneCasing-MultiSurfaceFull,39-00-3922,39,计算机、通信和其他电子设备制造业,外观检测,4.67,1.75,4,5,5,3,4,4,3,False,False
Q2-重点攻关,搬运装卸-晶圆FOUP盒-洁净室无尘,WaferHandling-FOUPCassette-CleanroomParticleFree,39-00-3973,39,计算机、通信和其他电子设备制造业,清洗,4.67,1.75,5,4,5,2,5,1,4,False,False
Q2-重点攻关,加氯间操作-消毒投加设备-氯气泄漏风险区,ChlorinationOperation-DisinfectionDosing-ChlorineLeakRiskZone,46-461-4610,46,水的生产和供应业,消毒,4.67,1.75,5,4,5,3,5,2,4,False,False
Q2-重点攻关,污泥脱水机操作-脱水车间-高浓度恶臭封闭区,SludgeDewatering-DewateringWorkshop-HighOdorEnclosedArea,46-462-4620,46,水的生产和供应业,污泥脱水,4.67,1.75,5,4,5,3,4,3,4,False,False
Q2-重点攻关,喷涂作业-木质家具-油性漆多层,Spraying-WoodFurniture-MultiCoatOil,21-211-2110,21,家具制造业,涂装,4.67,2.0,5,4,5,3,4,3,3,False,False
Q2-重点攻关,检测包装-医用手套-无菌洁净,InspectionPacking-MedicalGlove-SterileClean,29-00-2915,29,橡胶和塑料制品业,检测,4.67,2.0,4,5,5,3,5,3,2,False,False
Q2-重点攻关,乳粉罐装-婴配粉-洁净区作业,MilkPowderCanning-InfantFormula-CleanRoom,14-00-1442,14,食品制造业,罐装,4.67,2.0,5,4,5,3,5,2,3,False,False
Q2-重点攻关,涂装喷涂-船舱内部压载舱-密闭有毒气体环境,CoatingSpray-ShipBallastTank-EnclosedToxicEnv,37-373-3731,37,铁路、船舶、航空航天和其他运输设备制造业,分段涂装,4.67,2.0,5,4,5,3,3,3,4,False,False
Q2-重点攻关,开关操作-配电柜倒闸-安全隔离,SwitchOperation-Switchgear-SafetyIsolation,38-389-3891,38,电气机械和器材制造业,开关操作,4.67,2.0,5,4,5,3,4,1,5,False,False
Q2-重点攻关,拆解回收-废旧锂电池-带电解液处理,Disassembly-SpentLithiumBattery-ElectrolyteHandling,42-421-4210,42,废弃资源综合利用业,人工拆解,4.67,2.0,5,4,5,4,4,2,5,False,False
Q2-重点攻关,灌装监控-液态乳-无菌区辅助,FillingMonitor-LiquidMilk-AsepticZone,14-00-1441,14,食品制造业,灌装,4.67,2.25,5,4,5,3,5,2,2,False,False
Q2-重点攻关,装配组装-电池包-模组堆叠,Assembly-BatteryPack-ModuleStacking,36-00-3612,36,汽车制造业,电池包装配,4.67,2.25,4,5,5,3,4,2,3,False,False
Q2-重点攻关,拆解分离-废旧电子产品-含危废元件,Disassembly-EWaste-HazardousComponents,42-421-4210,42,废弃资源综合利用业,人工拆解,4.67,2.25,5,4,5,4,3,3,4,True,True
Q2-重点攻关,海上风电维护-海上风机平台-远程遥操作,OffshoreWindMaintenance-OffshoreWindPlatform-RemoteTeleoperation,44-441-4415,44,电力、热力生产和供应业,维护检修,4.67,2.25,5,4,5,4,4,3,3,False,False
Q2-重点攻关,喷涂操作-皮革涂饰-有机溶剂环境,SprayCoating-LeatherFinishing-SolventEnvironment,19-191-1910,19,皮革、毛皮、羽毛及其制品和制鞋业,涂饰整理,4.33,1.75,5,4,4,2,4,3,3,False,False
Q2-重点攻关,研磨投料-涂料颜料-粉尘有机溶剂,GrindingFeeding-CoatingPigment-DustSolvent,26-00-2641,26,化学原料和化学制品制造业,原料称配,4.33,1.75,5,4,4,3,4,3,4,False,False
Q2-重点攻关,称量投料-化学原料药-有毒粉尘环境,WeighingFeeding-ChemicalAPI-ToxicDustEnvironment,27-271-2710,27,医药制造业,称量配料,4.33,1.75,5,3,5,3,4,3,4,False,False
Q2-重点攻关,外观检测-铝塑泡罩板-多品种小批量,VisualInspection-BlisterPack-MultiVarietySmallBatch,27-272-2720,27,医药制造业,内包装,4.33,1.75,4,4,5,2,4,3,3,False,False
Q2-重点攻关,搬运码垛-袋装水泥-50kg重载,Palletizing-CementBags-50kgHeavy,30-301-3011,30,非金属矿物制品业,包装码垛,4.33,1.75,4,5,4,2,4,3,3,False,False
Q2-重点攻关,搬运码垛-建筑瓷砖-重型批量,Palletizing-CeramicTiles-HeavyBatch,30-307-3071,30,非金属矿物制品业,包装,4.33,1.75,4,5,4,2,4,3,3,False,False
Q2-重点攻关,钢水取样-转炉终点成分检测-高温飞溅风险,Sampling-ConverterEndpointComposition-HighTempSplash,31-312-3120,31,黑色金属冶炼和压延加工业,吹炼熔炼,4.33,1.75,5,4,4,3,4,4,3,False,False
Q2-重点攻关,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,6,煤炭开采和洗选业,通风排水,4.33,1.75,4,4,5,3,5,2,4,True,True
Q2-重点攻关,取样化验-井口原油-定时采样送检,Sampling-WellheadCrudeOil-ScheduledCollection,7-71-00,7,石油和天然气开采业,采油采气,4.33,1.75,4,5,4,3,3,4,4,False,False
Q2-重点攻关,管道检测-地面管线-外观及测厚巡检,PipelineInspection-SurfacePipeline-VisualAndThicknessSurvey,7-71-00,7,石油和天然气开采业,设备维护,4.33,1.75,3,5,5,3,2,4,5,False,False
Q2-重点攻关,脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,7,石油和天然气开采业,脱水脱硫,4.33,1.75,5,4,4,3,4,3,4,True,True
Q2-重点攻关,加注添加-浮选药剂-定量定时投加,Dosing-FlotationReagent-QuantitativeTimedAddition,9-91-00,9,有色金属矿采选业,选矿,4.33,1.75,4,4,5,3,4,3,4,False,False
Q2-重点攻关,阀门操作-偏远场站-紧急切断,ValveOperation-RemoteStation-EmergencyShutoff,11-112-1120,11,开采专业及辅助性活动,生产监控巡检,4.33,1.75,5,4,4,3,4,2,5,False,False
Q2-重点攻关,饮料装箱-瓶装产品-重复取放,BeverageCasePacking-BottledProducts-RepetitivePicking,14-00-00,14,食品制造业,装箱,4.33,1.75,4,5,4,2,4,3,3,False,False
Q2-重点攻关,上下挂-金属件电镀-酸碱环境,LoadUnload-MetalPlating-AcidicAlkaline,33-336-3360,33,金属制品业,电镀处理,4.33,1.75,5,4,4,3,4,3,4,True,True
Q2-重点攻关,上下料-注塑机群-24小时连续,LoadUnload-InjectionMoldingCluster-24HrContinuous,35-352-3523,35,专用设备制造业,注塑成型,4.33,1.75,4,5,4,2,4,4,2,False,False
Q2-重点攻关,无菌组装-医疗器械部件-洁净室,SterileAssembly-MedicalDeviceParts-Cleanroom,35-358-3584,35,专用设备制造业,洁净装配,4.33,1.75,4,4,5,4,5,3,4,True,True
Q2-重点攻关,晶圆搬送-半导体设备洁净室-FOUP搬运,WaferTransfer-SemiconEquipmentCleanroom-FOUPHandling,35-356-3562,35,专用设备制造业,洁净装配,4.33,1.75,5,3,5,3,5,2,4,False,False
Q2-重点攻关,极片搬运-锂电池涂布卷-洁净防损,ElectrodeHandling-LiBatteryCoatedRoll-CleanNoDamage,38-384-3841,38,电气机械和器材制造业,涂布,4.33,1.75,4,5,4,2,5,2,3,False,False
Q2-重点攻关,紧固件拆装-标准螺栓-定扭矩批量作业,FastenerAssembly-StandardBolts-TorqueControlledBatch,43-432-4320,43,金属制品、机械和设备修理业,部件组装,4.33,1.75,3,5,5,4,3,4,5,False,False
Q2-重点攻关,加药间操作-絮凝剂投加系统-粉尘化学品暴露区,ChemicalDosing-FlocculantSystem-DustChemicalExposureZone,46-462-4620,46,水的生产和供应业,初沉池,4.33,1.75,4,5,4,3,4,3,4,False,False
Q2-重点攻关,涂胶贴合-鞋底帮面-溶剂环境,GluingBonding-SoleUpper-SolventEnvironment,19-00-1952,19,皮革、毛皮、羽毛及其制品和制鞋业,贴底粘合,4.33,2.0,4,5,4,3,4,3,3,False,False
Q2-重点攻关,喷涂作业-金属家具-粉末静电喷涂,Spraying-MetalFurniture-PowderCoating,21-213-2130,21,家具制造业,喷涂,4.33,2.0,4,4,5,3,4,3,3,False,False
Q2-重点攻关,炉门清扫-焦炉炉门框-高温积碳清理,DoorCleaning-CokeOvenDoorFrame-HighTempCarbonRemoval,25-252-2521,25,石油、煤炭及其他燃料加工业,炼焦,4.33,2.0,5,4,4,3,4,3,3,False,False
Q2-重点攻关,阀门操作-煤气化装置-高温高压区,ValveOperation-CoalGasifier-HighTempPressureZone,25-252-2522,25,石油、煤炭及其他燃料加工业,气化,4.33,2.0,5,4,4,3,4,2,4,False,False
Q2-重点攻关,灌装封盖-化妆品瓶-GMP洁净,Filling-CosmeticBottle-GMPCleanroom,26-00-2682,26,化学原料和化学制品制造业,灌装,4.33,2.0,4,4,5,3,5,3,2,False,False
Q2-重点攻关,灯检目视-安瓿注射液-微粒异物检测,LightInspection-AmpuleInjection-ParticulateDetection,27-272-2720,27,医药制造业,质检,4.33,2.0,4,4,5,2,4,2,3,False,False
Q2-重点攻关,硫化操作-橡胶模压件-高温换模,VulcanizingOp-RubberMoldedPart-HighTempMoldChange,29-00-2913,29,橡胶和塑料制品业,硫化,4.33,2.0,5,4,4,3,5,2,3,False,False
Q2-重点攻关,阴极剥离-电解铜-重复弯腰作业,CathodeStripping-ElectrolyticCopper-RepetitiveBending,32-00-3211,32,有色金属冶炼和压延加工业,阴极铜剥离,4.33,2.0,4,5,4,3,4,3,3,True,True
Q2-重点攻关,精炼添加合金-熔炼炉-高温精确投料,AlloyAddition-RefiningFurnace-HighTempPreciseDosing,32-324-3240,32,有色金属冶炼和压延加工业,合金添加,4.33,2.0,4,4,5,3,4,2,4,False,False
Q2-重点攻关,遥操作维修-海上平台设备-专家远程操控,TeleoperatedRepair-OffshorePlatformEquipment-RemoteExpertControl,7-00-712,7,石油和天然气开采业,平台维护,4.33,2.0,5,4,4,4,4,3,4,False,False
Q2-重点攻关,爆破安全确认-采矿作业面-爆前爆后巡查,BlastSafetyCheck-MiningFace-PrePostBlastInspection,10-00-00,10,非金属矿采选业,钻孔爆破,4.33,2.0,5,4,4,2,2,3,4,False,False
Q2-重点攻关,出炉转运-烘焙托盘-高温环境,OvenUnloading-BakingTrays-HighTemp,14-141-00,14,食品制造业,烘烤,4.33,2.0,5,4,4,2,4,3,2,False,False
Q2-重点攻关,罐头杀菌-蒸汽高压区-设备操控,CanSterilization-SteamPressureZone-EquipmentControl,14-145-00,14,食品制造业,杀菌,4.33,2.0,5,4,4,3,4,2,4,False,False
Q2-重点攻关,配料称量-粉体原料-精确投料,Weighing-PowderIngredients-PreciseDosing,14-00-00,14,食品制造业,配料称量,4.33,2.0,3,5,5,3,3,3,4,False,False
Q2-重点攻关,清砂打磨-铸件飞边-粉尘振动,DesandingGrinding-CastingFlash-DustVibration,33-339-3391,33,金属制品业,清砂打磨,4.33,2.0,5,4,4,3,3,3,4,False,False
Q2-重点攻关,喷涂操作-大型钢结构件-高空多角度,SprayPainting-LargeSteelStructure-ElevatedMultiAngle,35-351-3514,35,专用设备制造业,表面处理,4.33,2.0,5,4,4,3,2,4,4,False,False
Q2-重点攻关,表面打磨-涂装前处理-全车覆盖,SurfaceSanding-PrePaint-FullBody,36-361-00,36,汽车制造业,涂装,4.33,2.0,4,4,5,3,4,3,3,False,False
Q2-重点攻关,抽真空充氟-家电制冷系统-精密计量,VacuumCharging-HomeApplianceRefrigeration-PreciseMetering,38-385-3852,38,电气机械和器材制造业,抽真空充氟,4.33,2.0,3,5,5,3,4,3,3,False,False
Q2-重点攻关,接线操作-配电柜二次回路-密集端子,Wiring-SwitchgearSecondary-DenseTerminals,38-382-3823,38,电气机械和器材制造业,二次接线,4.33,2.0,3,5,5,4,4,3,4,False,False
Q2-重点攻关,气密测试-燃气具成品-安全强制,LeakTest-GasAppliance-SafetyMandatory,38-386-3861,38,电气机械和器材制造业,气密测试,4.33,2.0,4,4,5,2,4,1,4,False,False
Q2-重点攻关,加料投放-染缸化学品-高温蒸汽环境,ChemicalDosing-DyeingVat-HighTempSteamEnvironment,17-171-1713,17,纺织业,染色,4.33,2.25,5,4,4,3,4,2,3,True,True
Q2-重点攻关,整烫定型-成衣整理-蒸汽高温,Pressing-GarmentFinishing-SteamHighTemp,18-00-00,18,纺织服装、服饰业,整烫定型,4.33,2.25,5,4,4,3,4,2,3,False,False
