scene_name_zh,scene_name_en,industry_code,industry_chain,process_step,scene_description,selection_rationale,source_major_code,source_major_name,labor_urgency_score,labor_urgency_basis,scale_potential_score,scale_potential_basis,superhuman_value_score,superhuman_value_basis,operation_complexity_score,operation_complexity_basis,structure_level_score,structure_level_basis,fault_tolerance_score,fault_tolerance_basis,takt_pressure_score,takt_pressure_basis
脱硫塔操作-天然气净化-加药及排污,DesulfurizationTowerOperation-NaturalGasPurification-ChemicalAdditionAndDrainage,7-72-00,气田勘探→钻井完井→采气作业→气液分离→脱水脱硫→压缩增压→管输外销→设备维护→安全监控,脱水脱硫,该工位位于天然气净化装置的脱硫塔区，上游为含硫天然气，下游为净化气外输。当前由操作工负责脱硫溶剂的补充加注和废液定期排放，操作对象包括加药泵、排污阀、液位计等。核心操作为开关球阀（手柄90度旋转）、启停加药泵、观察液位并调节流量。典型配置为每班1人负责脱硫区域，加药和排污操作各数次每日，单次操作耗时10-30分钟。常见问题包括H2S泄漏风险、溶剂补充不及时影响脱硫效率、排污阀门误操作导致溶剂损失。,命中入口二（H2S高浓度区域人类不宜长时间停留）、入口一（工具适配操作阀门手柄）、入口五（加药量和排污记录需追溯）、入口四（定期操作易遗漏）。,7,石油和天然气开采业,5,脱硫区域H2S浓度高，需佩戴正压呼吸器作业,4,所有含硫气田必配脱硫装置,4,命中V1定时执行、V2操作一致性、V5加药排污记录、V6气体检测、V7失败记录,3,阀门开关和泵启停，需确认到位,4,装置布局固定，设备位置确定,3,误操作需及时纠正，溶剂损失可补充,4,有操作时间窗口但非严格节拍
设备润滑-井场机泵-定期加注黄油,EquipmentLubrication-WellsitePumps-PeriodicGreasing,7-71-00,勘探测量→钻井作业→完井作业→采油采气→油气处理→储运→设备维护→安全监控,设备维护,该工位分布于抽油机、注水泵、输油泵等旋转设备处，上游承接设备运行，下游为设备可靠性管理。当前由维护工人使用黄油枪对轴承座、链轮、滑动部位的油嘴进行定期加注。核心操作为将黄油枪嘴对准油嘴（直径6-10mm）按压注入，需双手操作（一手扶稳枪嘴一手压杆），单点加注量需凭经验控制。典型配置为每班组1-2人负责数十台设备，单台设备润滑耗时5-15分钟，每周每台设备润滑1-2次。常见问题包括漏加、过量加注导致油封损坏、润滑点位遗漏、加注量不一致导致轴承寿命差异。,命中入口一（双臂协作操作黄油枪）、入口一（工具适配）、入口四（重复单调易遗漏）、入口八（设备众多可规模部署）。,7,石油和天然气开采业,3,工作单调易遗漏，需按时到位否则设备损坏,5,每个井场数十台泵机，润滑点数百个,4,命中V1定时执行、V2加注量一致、V5润滑记录追溯、V6压力感知、V7失败记录,3,枪嘴需对准油嘴，加注需控制压力和量,3,设备位置固定但油嘴朝向各异,4,漏加可补加，过量可擦除，不造成即时损失,5,无节拍要求，按维护计划执行
遥操作维修-海上平台设备-专家远程操控,TeleoperatedRepair-OffshorePlatformEquipment-RemoteExpertControl,7-00-712,海上勘探→钻井平台作业→完井固井→采油采气→平台处理→海管外输→平台维护→安全监控,平台维护,该工位位于海上平台的设备故障点，上游为故障报警，下游为恢复生产。当前需等待维修专家乘直升机或供应船到达平台，耗时通常1-3天（含等待天气窗口），专家到场后进行故障诊断和维修操作。核心操作包括使用扳手拆装螺栓、更换密封件、调整校准仪表等，需双手配合操作各类手工具。典型配置为单次维修派遣1-2名专家，在平台停留2-5天完成维修。常见问题包括专家等待时间长导致停产损失、天气窗口限制出行、专家资源稀缺一人难以覆盖多平台。,命中入口一（工具适配使用人类手工具）、入口一（双臂协作拆装）、入口七（专家稀缺需远程能力投射，遥操作价值巨大）、入口二（海上恶劣环境人员成本高风险大）。,7,石油和天然气开采业,5,专家到场需数天，停产损失每日百万级,4,每座平台年均数十次设备维修需求,4,命中V1无需等待天气、V5维修过程记录、V6传感辅助诊断、V7失败数据积累,4,使用多种手工具进行拆装，需精细力控,4,设备位置固定，维修空间受限但可预测,3,操作失误需人工介入，但通常不造成额外损坏,4,有修复时限压力但非秒级节拍
钻台操作-钻井设备-辅助接立根,DrillFloorOperation-DrillingEquipment-AssistPipeConnection,7-71-00,勘探测量→钻井作业→完井作业→采油采气→油气处理→储运→设备维护→安全监控,钻井作业,该工位位于钻机钻台上，上游为钻杆立根存放区，下游为钻井推进。当前由钻工在钻台上辅助铁钻工和顶驱完成钻杆连接，包括推送立根、对扣、紧扣、涂抹丝扣油等操作。核心操作为推移钻杆（单根重约100-200kg需机械辅助定位后人工微调）、丝扣涂油、监控连接状态。典型配置为钻台每班2-4名钻工，单次接立根耗时2-3分钟，深井钻进每日接上百根。常见问题包括高空坠落风险、重物砸伤、噪声致听力损伤、丝扣对扣不正导致扣损。,命中入口一（多工位切换在钻台移动）、入口一（双臂协作推杆涂油）、入口二（高空重载危险环境）、入口五（接扣扭矩数据需记录追溯）。,7,石油和天然气开采业,5,钻台事故高发，重物高空作业年均工伤率高,4,全国钻机数千台，每台每日数百次接扣,4,命中V1连续作业、V2对扣一致性、V5扭矩记录、V6力觉感知、V7失败分析,4,钻杆定位对扣需精确配合，丝扣涂油需均匀,4,钻台布局固定，钻杆位置可预设,3,对扣失败需重新操作，扣损需更换,3,钻进效率有压力，接扣速度影响整体进度
阀门操作-井场手动阀-定期开关调节,ValveOperation-WellsiteManualValve-PeriodicSwitching,7-71-00,勘探测量→钻井作业→完井作业→采油采气→油气处理→储运→设备维护→安全监控,采油采气,该工位分布于采油树、管汇、分离器等设备节点，上游为油气井产出，下游为处理设施。当前由操作工人使用手轮或扳手对手动阀门进行开关和开度调节，执行倒井、切换流程、紧急截断等操作。核心操作为旋转手轮（直径200-400mm，扭矩10-50Nm）或扳动球阀手柄（90度行程），需要双手协作施力。典型配置为每班组2-3人负责一个区块，单次阀门操作耗时30秒-3分钟，每日操作数十次。常见问题包括误操作阀门序列、开度不准确、高扭矩阀门操作致人受伤、夜间或恶劣天气操作延误。,命中入口一（工具适配，需操作人类设计的手轮手柄）、入口一（双臂协作施力）、入口五（操作记录需追溯）、入口七（专家可远程指导操作）。,7,石油和天然气开采业,3,误操作风险高需经验丰富人员，偏远区域招工难,5,每个井场数十个手动阀，全国井场以万计,4,命中V1全时在线、V2一致性、V5过程数据、V6扭矩感知、V7失败记录,3,手轮旋转需定位和持续力控，开度需精确到位,3,阀门位置固定但户外环境变化,3,误操作需人工介入纠正，但可及时发现,4,非产线节拍，按工艺需求操作即可
防喷器操作-井控设备-应急开关测试,BOPOperation-WellControlEquipment-EmergencySwitchingTest,7-71-00,勘探测量→钻井作业→完井作业→采油采气→油气处理→储运→设备维护→安全监控,钻井作业,该工位位于井口防喷器控制台及防喷器本体处，上游承接钻井作业井控系统，下游为井喷应急响应。当前由井控操作员定期对防喷器进行功能测试，包括在控制台操作按钮开关、到防喷器本体处检查动作情况、测试应急手动关闭机构。核心操作为按压控制台按钮、操作手动液压泵（手柄往复运动）、目视确认闸板动作。典型配置为每班1人负责井控测试，每日测试1-2次，单次全套测试耗时30-60分钟。常见问题包括测试频率不足、手动操作机构锈蚀失灵发现不及时、测试记录不完整影响审计。,命中入口一（工具适配操作人设计的按钮手柄）、入口五（井控测试记录是强制合规要求）、入口四（重复测试易流于形式）、入口八（所有钻井均需井控系统）。,7,石油和天然气开采业,4,井喷事故后果灾难性，井控测试合规要求严格,4,每台钻机必配防喷器，全国数千台,4,命中V1定时测试、V2测试规范一致、V5完整记录追溯、V6响应时间测量、V7失败模式记录,3,按钮操作和手动泵操作，需确认动作到位,4,控制台和防喷器位置固定，环境可控,4,测试失败可重测，发现问题是目的,5,无节拍压力，按测试计划执行
阴极保护检测-埋地管道-电位测量记录,CathodicProtectionInspection-BuriedPipeline-PotentialMeasurementRecording,7-71-00,勘探测量→钻井作业→完井作业→采油采气→油气处理→储运→设备维护→安全监控,设备维护,该工位沿埋地油气管道的测试桩分布，上游为管道防腐系统运行，下游为管道完整性评估。当前由检测人员携带万用表沿管线步行，在每个测试桩处测量管道对地电位并记录。核心操作为打开测试桩盖、将表笔接触测试端子、读取电位值、记录并关盖。典型配置为每班1-2人，每日检测测试桩50-100个，单桩检测耗时2-5分钟。常见问题包括测试桩位置偏远步行耗时、恶劣天气减少检测频率、人工记录错误影响腐蚀评估。,命中入口一（需沿管线长距离移动）、入口三（漏测可补测）、入口四（重复单调测量易出错）、入口五（电位数据需连续追溯评估腐蚀趋势）。,7,石油和天然气开采业,3,测试桩分布广，步行巡检工作量大且单调,5,埋地管道数十万公里，每公里设测试桩,4,命中V1全时检测、V2测量一致性、V5电位趋势追溯、V6精确测量、V7异常记录,2,开盖、接表笔、读数，简单接触操作,2,测试桩位置固定但分布于野外各类地形,5,漏测可下轮补上，不影响管道运行,5,无节拍要求，按检测周期执行
加注润滑-设备集中注油-多点定期,Lubrication-EquipmentOilInjection-MultiPointScheduled,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,磨矿分级,该工位分布于选矿厂各设备的润滑点，包括轴承、齿轮箱、链条等。当前由润滑工人工定期注油，使用油枪向润滑点加注润滑油或润滑脂。核心操作为携带油桶油枪、对准注油嘴、按压加注。单次润滑覆盖50-200个润滑点，耗时2-4小时。典型配置每班1-2名润滑工。该工位漏注或过注都会导致设备异常磨损。,润滑点位多且分散，人工润滑存在漏注、过注问题。机器人可精确定量加注，自动记录润滑时间和用量，确保设备润滑状态可控可追溯。,8,黑色金属矿采选业,3,岗位单调，油污环境，年轻人不愿从事,5,所有机械设备都需定期润滑，跨行业通用,4,命中V1全时定期、V2一致性（定量加注）、V5润滑记录追溯、V4群体共享,2,对准注油嘴按压加注，操作简单,4,润滑点位置固定，注油嘴标准化,4,单点漏注可补上，不造成即时损坏,5,按周期完成即可，无节拍要求
取样检测-矿石品位取样-多点定时,Sampling-OreGradeSampling-MultiPointScheduled,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,选别作业,该工位分布于选矿流程各关键节点（给矿、分级、精矿、尾矿），上游为各工序产出物料，下游为化验室分析。当前由取样工人工在皮带或管道取样口定时取样，每2-4小时取一次，每次取样量500g-2kg。核心操作为打开取样阀、用取样勺接取物料、装入样品袋并标记。典型配置每班1-2名取样工，负责10-20个取样点。该工位取样时机和手法直接影响品位分析准确性，人工取样存在代表性偏差。,品位取样对采样代表性要求严格，人工取样存在时间不准、手法不一致导致的系统偏差。机器人可精确定时、标准化操作，同时自动记录取样过程数据满足质量追溯要求。,8,黑色金属矿采选业,3,取样岗位单调重复，需三班倒，人员流动率约25%,4,每个选矿厂有10-30个取样点，全国选矿厂数千家,4,命中V1全时在线、V2一致性消除取样偏差、V5过程数据追溯、V4群体共享,3,需操作阀门、使用取样工具、封装标记样品,4,取样点位置固定，物料流动可预测,4,单次取样失败可立即重取，无物料损失,4,取样间隔2-4小时，时间窗口宽裕
巡检监测-井下变电所-带电高危,Inspection-UndergroundSubstation-LiveHighVoltage,8-81-810,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,井巷开拓,该工位位于井下各中段变电所，为井下设备提供电力。当前由电气人员人工巡检高压开关柜、变压器、电缆等设备状态，检查温度、绝缘、接点松动。核心操作为目视检查、红外测温、记录参数。单次巡检覆盖1-3个变电所，耗时1-2小时。典型配置每班1名电工巡检。该工位存在触电风险，井下环境潮湿加剧电气危险。,井下变电所带电作业区域，潮湿环境加剧触电风险。机器人可替代人员进入高压区域巡检，携带红外热成像精准识别过热点，同时保障人员安全。,8,黑色金属矿采选业,5,高压带电区域，井下潮湿加剧触电风险,3,每个井工矿山有多个井下变电所,5,命中V1全时在线、V5过程数据、V6超人感知（红外热成像）、V4群体共享、V7失败数据,2,主要为观察和仪器测量，无接触操作,4,变电所布局固定，设备位置确定,5,漏检可下轮补上,5,无节拍要求，按频次巡检
巡检监测-井下水泵房-无人值守区域,Inspection-UndergroundPumpStation-UnmannedArea,8-81-810,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,井巷开拓,该工位位于井下主排水泵房，上游为井下各中段涌水汇集，下游为地面排水系统。当前由泵房值守人员人工巡检水泵运行状态，检查轴承温度、振动、水位、管路渗漏。核心操作为目视检查、测温、记录参数。单次巡检覆盖3-8台水泵，耗时30-60分钟。典型配置每班1人值守，三班倒。该工位井下环境潮湿，一旦排水失效将造成淹井事故。,井下泵房环境潮湿，人员长期值守条件艰苦。排水是矿山安全命脉，不能中断。机器人可实现无人值守巡检，实时监测设备状态和水位，异常立即预警。,8,黑色金属矿采选业,4,井下潮湿环境长期值守，招工困难，排水安全责任重大,3,每个井工矿山有1-3个主泵房,5,命中V1全时在线（排水不能中断）、V5过程数据、V6超人感知、V4群体共享、V7失败数据,2,主要为行走观察和仪器测量,4,泵房结构固定，设备位置确定,4,漏检可下轮补上，但连续漏检有淹井风险,5,无节拍要求，按频次巡检
巡检监测-井下采掘工作面-高危受限空间,Inspection-UndergroundMiningFace-ConfinedHazardous,8-81-810,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,采掘作业,该工位位于井下采掘工作面，上游为井巷开拓，下游为矿石运输。当前由安全员人工巡检，检查顶板支护状态、瓦斯浓度、通风状况、设备运行情况。核心操作为目视观察、手持仪器读数、记录数据，巡检路线长度500-2000米，单次耗时2-4小时。典型配置为每班2-3名安全巡检员，三班倒。该工位存在顶板冒落、瓦斯突出、粉尘超标等致命风险，近年来井下安全事故持续发生。,井下环境存在瓦斯、粉尘、塌方等多重致命风险，人类需穿戴重型防护且作业时间受限。机器人可24小时不间断巡检，消除人员伤亡风险，同时实时传输环境数据实现预警。,8,黑色金属矿采选业,5,井下存在瓦斯突出、顶板冒落等致命风险，每年有安全事故发生,4,全国铁矿井工矿山超千座，每座需多条巡检路线,5,命中V1全时在线、V2一致性、V5过程数据、V6超人感知（气体检测）、V7失败数据、V4群体共享,2,主要为行走观察和仪器读数，无精密接触操作,2,井下巷道固定但地面不平、有积水、障碍物随机,5,漏检某点可下轮补上，不造成直接损失,5,无固定节拍要求，按规定频次完成即可
巡检监测-尾矿库坝体-高危区域,Inspection-TailingsDam-HighRiskZone,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,尾矿处理,该工位位于尾矿库坝体及周边区域，上游为精矿脱水工序产出的尾矿浆，下游为环境监测体系。当前由巡坝人员人工巡查，检查坝体渗漏、位移、裂缝、排水设施运行状态。核心操作为沿坝巡视、观察记录、测量水位、检查排渗设施。单次巡查路线3-10公里，耗时2-6小时。典型配置每班2-3人巡坝。该工位存在坝体溃坝风险，汛期和极端天气需增加巡查频次。,尾矿库是重大危险源，溃坝事故后果极其严重。人工巡坝存在漏检风险且恶劣天气时巡查困难。机器人可7×24小时不间断巡检，搭载多种传感器实现早期预警。,8,黑色金属矿采选业,5,尾矿库属重大危险源，近年溃坝事故造成重大伤亡,4,全国尾矿库超8000座，每座需持续巡检,5,命中V1全时在线（汛期关键）、V5过程数据、V6超人感知（位移监测、渗流检测）、V4群体共享、V7失败数据,2,主要为行走观察和仪器测量，少量阀门操作,2,户外环境，地形起伏，受天气影响大,4,单次漏检可后续补上，但连续漏检有重大风险,5,无节拍要求，按规定频次巡检
巡检监测-磨机车间设备-高噪高温,Inspection-GrindingMillEquipment-HighNoiseHighTemp,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,磨矿分级,该工位位于磨矿车间，包括球磨机、棒磨机、分级机等设备区。当前由运行工人工巡检设备运行状态，检查轴承温度、润滑油位、电机电流、振动异常。核心操作为点检记录、测温、测振、加油。单次巡检覆盖5-15台设备，耗时1-2小时。典型配置每班1-2名巡检人员。该工位噪音超过90分贝，设备表面温度高，粉尘浓度大。,磨机车间噪音极高损害听力，设备高温和粉尘影响健康。人工巡检依赖主观判断，漏检风险大。机器人可携带精密传感器实现更准确的状态监测和趋势预警。,8,黑色金属矿采选业,4,噪音超90分贝，长期暴露导致听力损伤，粉尘引发尘肺,4,每个选矿厂有多台磨机设备需巡检,5,命中V1全时在线、V2一致性、V5过程数据、V6超人感知（振动频谱、红外热成像）、V3操作检测合并、V4群体共享,2,主要为仪器测量和记录，偶有加油操作,4,车间布局固定，设备位置确定,5,漏检某设备可下轮补上，单次漏检不造成直接损失,5,无节拍要求，按班次完成巡检即可
巡检监测-选矿厂皮带廊-长距离多节点,Inspection-ConveyorGallery-LongDistanceMultiNode,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,矿石运输,该工位位于选矿厂皮带输送廊道，连接破碎车间与磨矿车间。当前由巡检工人工沿皮带线巡检，检查皮带跑偏、托辊磨损、轴承温度、撒料情况。核心操作为目视检查、红外测温、听声辨异，单条皮带长度300-1500米，巡检耗时30-60分钟。典型配置每班1-2人负责3-5条皮带线。该工位粉尘浓度高，皮带运转噪音大，夏季廊道内温度超40℃。,皮带廊环境粉尘大、噪音高、夏季高温，人工巡检效率低且易漏检。机器人可携带多种传感器实现更精准的状态监测，且不受环境影响持续作业。,8,黑色金属矿采选业,4,粉尘噪音高温环境，巡检工流动率高，每年尘肺病例发生,5,选矿厂标配多条皮带线，全国黑色金属选矿厂数千家,5,命中V1全时在线、V5过程数据、V6超人感知（红外热成像、振动检测）、V4群体共享、V3操作检测合并、V7失败数据,1,纯行走观测，无接触操作,4,廊道结构固定，路线确定，无人员混行,5,漏检某托辊可下轮补上，不影响生产,5,无节拍要求，按频次完成巡检即可
巡检监测-露天矿边坡稳定性-大范围移动,Inspection-OpenPitSlopeStability-LargeAreaMobile,8-81-810,矿床勘探→边坡设计→剥离作业→采矿爆破→矿石装运→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,剥离作业,该工位位于露天矿采场边坡区域，上游为边坡设计，下游为采矿作业安全判定。当前由地测人员人工巡查边坡稳定性，观察裂缝、滑移迹象，布设监测点。核心操作为沿边坡行走观察、记录变化、维护监测设备。单次巡查路线5-20公里，耗时4-8小时。典型配置每班2人巡查。该工位存在滑坡风险，极端天气时风险倍增。,露天矿边坡巡查路线长、地形复杂，存在滑坡坠落风险。机器人可不受天气限制持续巡检，搭载传感器实现更精准的位移监测和早期预警。,8,黑色金属矿采选业,4,边坡滑坡风险大，极端天气时巡查危险,3,露天矿山均需边坡监测,4,命中V1全时全天候、V5监测数据、V6超人感知（位移监测、裂缝识别）、V7数据积累,2,主要为行走观察和仪器操作,2,户外地形复杂，路线不固定,4,漏检可下轮补上,5,无节拍要求，按频次巡检
搬运码垛-精矿包装码垛-重载标准件,Palletizing-ConcentratePackaging-HeavyStandardized,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,成品储运,该工位位于精矿仓库包装区，上游为精矿脱水工序，下游为成品出库发运。当前由装卸工人工将袋装精矿（每袋25-50kg）从打包机搬运至托盘码垛。核心操作为抓取吨袋/编织袋、搬运2-5米、按规定垛型码放。单班码垛量50-200吨，每托盘20-40袋。典型配置每班2-4名码垛工。该工位为重体力劳动，腰椎损伤和肌肉劳损普遍。,精矿码垛属重复性重体力劳动，工人职业伤害风险高，招工困难。机器人可持续稳定作业，消除人因伤害，且码垛规整度更高便于出库管理。,8,黑色金属矿采选业,4,每袋25-50kg重体力作业，腰椎损伤普遍，流动率超35%,5,所有矿山精矿出库都需码垛，跨行业通用工序,3,命中V1全时在线、V2一致性（码垛规整）、V5过程数据（出库追溯）,2,抓取放置规则物体，无精密操作要求,4,仓库布局固定，托盘位置确定,4,放置不到位可调整，精矿包装耐碰撞,3,有产量要求但非瓶颈，可通过多机并行补偿
操作控制-浮选槽液位调节-多槽联动,Operation-FlotationCellLevelControl-MultiCellLinked,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,选别作业,该工位位于浮选车间各浮选槽旁，上游为磨矿分级，下游为精矿脱水。当前由操作工人工调节浮选槽液位和泡沫层厚度，通过调节闸板高度控制矿浆流量。核心操作为观察泡沫状态、旋转手轮调节闸板。单人负责8-20个浮选槽，持续观察调节。典型配置每班2-3名浮选工。该工位需根据矿石性质变化实时调整，依赖经验判断。,浮选调节依赖操作工经验和持续观察，人工疲劳后判断力下降影响回收率。机器人可结合视觉识别泡沫状态实现更稳定的调节，同时记录完整工艺数据用于优化。,8,黑色金属矿采选业,3,需持续观察调节，疲劳影响判断，依赖经验,4,浮选选矿厂均有多组浮选槽,4,命中V1全时在线、V2一致性、V5过程数据、V6视觉识别泡沫状态,3,需观察判断并调节闸板，有一定技巧,4,浮选槽位置固定，操作界面标准,3,调节偏差影响回收率但可修正,4,连续生产但调节频率适中
操作控制-阀门远程操控-分散多点,Operation-ValveRemoteControl-DistributedMultiPoint,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,选别作业,该工位分布于选矿厂各工序的管道阀门处，覆盖给矿、浓密、过滤等环节。当前由操作工人工巡回开关阀门，调节矿浆流量和浓度。核心操作为旋转手轮阀门，开度调节范围0-100%，单次操作耗时10-30秒。典型配置每班2-3人负责全厂50-100个阀门点位。该工位分布分散，人工来回奔波耗时，异常响应慢。,阀门操作点位分散，人工来回奔波效率低，且异常工况下响应不及时。人形机器人可多工位切换，快速响应调节指令，同时记录每次操作的完整数据。,8,黑色金属矿采选业,3,岗位单调，需持续巡回，年轻人不愿从事,4,每个选矿厂有数十到上百个手动阀门,4,命中V1全时在线、V5过程数据（阀门开度记录）、V4群体共享、V2一致性,3,旋转手轮阀门，需一定力矩控制,4,阀门位置固定，操作方式标准化,3,开度偏差可后续调整，但大偏差影响工艺,4,根据工艺需要调节，非高频操作
检修维护-球磨机衬板更换-超重狭窄,Maintenance-BallMillLinerReplacement-SuperHeavyConfined,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,磨矿分级,该工位位于磨矿车间球磨机内部，上游为破碎筛分，下游为选别作业。当前由检修工人工进入磨机筒体更换磨损衬板，使用专用工具拆卸安装。单块衬板重量100-800kg，更换一台磨机衬板需10-30人配合作业2-5天。典型配置为检修班组15-30人。该工位空间狭窄（筒体直径3-6米）、残余矿浆有毒、衬板超重，属极高危检修。,球磨机检修空间狭窄、衬板超重、残余矿浆有毒，是选矿厂最危险的检修作业。人形机器人可进入狭窄空间辅助定位，减少人员暴露时间和安全风险。,8,黑色金属矿采选业,5,狭窄空间超重作业，残余矿浆有毒，砸伤事故多发,3,每个选矿厂有1-5台球磨机需定期换衬板,3,命中V5检修过程记录、V6力觉控制、V1持续作业,5,超重衬板定位安装，空间狭窄，多人协作,3,筒体结构固定但空间极狭窄,2,安装不当导致衬板脱落，损坏设备或伤人,4,检修期间停机，有时间窗口
检修维护-破碎机衬板更换-重载狭窄空间,Maintenance-CrusherLinerReplacement-HeavyConfinedSpace,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,破碎筛分,该工位位于破碎车间破碎机内部，上游为矿石运输，下游为磨矿分级。当前由检修工人工进入破碎腔更换磨损衬板，使用风动扳手拆卸螺栓、吊装衬板。单块衬板重量50-500kg，更换一套衬板需4-8人配合作业6-12小时。典型配置为检修班组6-10人，每1-3个月更换一次。该工位空间狭窄、粉尘大、存在砸伤风险，属高危检修作业。,破碎机内部空间狭窄粉尘大，衬板沉重，人工更换劳动强度大且存在砸伤风险。人形机器人可进入狭窄空间辅助定位和紧固，减少人员暴露时间。,8,黑色金属矿采选业,4,狭窄空间重体力作业，衬板砸伤事故时有发生,3,每个矿山有1-5台破碎机需定期换衬板,3,命中V5过程数据（螺栓扭矩记录）、V6超人感知（扭矩控制）、V1全时作业,4,需拆卸螺栓、配合吊装、精确定位，力控要求高,3,破碎腔结构固定但空间狭窄，衬板位置有偏差,2,螺栓未拧紧可能导致衬板脱落，造成设备损坏,4,检修时设备停机，但有充足时间窗口
检修维护-输送带更换辅助-长条形重载,Maintenance-ConveyorBeltReplacement-LongHeavyAssist,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,矿石运输,该工位位于皮带输送机沿线，上游下游为物料输送系统。当前由检修工组人工更换磨损皮带，需拆除旧带、穿入新带、硫化接头。单条皮带长度300-1500米、宽度0.8-1.6米、重量数吨至数十吨。典型配置检修班组8-15人，更换一条主皮带需1-3天。该工位劳动强度极大，皮带沉重，存在挤压卷入风险。,皮带更换为高强度团队作业，皮带沉重存在挤压风险。人形机器人可辅助拉带、定位、扶持，减少人员劳动强度和安全风险。,8,黑色金属矿采选业,4,极重体力作业，存在挤压卷入风险，需大量人力配合,3,每个矿山有多条皮带需定期更换,2,命中V1持续作业能力、V5检修过程记录,4,需配合吊装、拉带、定位，双臂协作要求高,3,皮带廊固定但作业空间狭长,3,定位偏差可调整，但接头质量影响皮带寿命,4,检修期间停产，但有足够时间窗口
检测读数-仪表盘数据抄录-多点分散,DataCollection-InstrumentPanelReading-DistributedMultiPoint,8-00-00,矿床勘探→井巷开拓→采掘作业→矿石运输→破碎筛分→磨矿分级→选别作业→精矿脱水→尾矿处理→成品储运,选别作业,该工位分布于选矿厂各车间的就地仪表盘处，覆盖流量、压力、液位、温度等参数。当前由操作工人工定时抄录仪表读数，填写运行记录。核心操作为读取仪表数值、手工记录。单次抄录覆盖20-50个仪表点，耗时30-60分钟，每班抄录2-4次。典型配置由当班操作工兼做。该工位抄录错误、漏抄时有发生，且数据入系统有滞后。,仪表抄录为高频重复任务，人工抄录存在错漏且数据不实时。机器人可视觉识别仪表读数，实时上传系统，实现数据闭环，同时释放操作工精力用于更高价值工作。,8,黑色金属矿采选业,2,工作强度低但单调枯燥，由操作工兼做,5,所有选矿厂都有大量就地仪表需读数，跨行业通用,4,命中V1全时在线、V2一致性消除抄录错误、V5实时数据上传、V4群体共享,1,纯视觉读取，无接触操作,4,仪表位置固定，读数界面标准化,5,漏读可下次补上，单次漏读无直接损失,5,无节拍要求，按频次完成即可
