scene_name_zh,scene_name_en,industry_code,industry_chain,process_step,scene_description,selection_rationale,source_major_code,source_major_name,labor_urgency_score,labor_urgency_basis,scale_potential_score,scale_potential_basis,superhuman_value_score,superhuman_value_basis,operation_complexity_score,operation_complexity_basis,structure_level_score,structure_level_basis,fault_tolerance_score,fault_tolerance_basis,takt_pressure_score,takt_pressure_basis
搬运配送-木材堆场-跨区多点,MaterialHandling-TimberYard-MultiPointDelivery,20-201-00,原木入库→堆场存储→按需配送→加工车间→成品出库,按需配送,该工位覆盖整个木材堆场区域，需将原木或锯材从堆垛位置配送至各加工车间的上料点。当前由人工操作叉车或手工搬运，路径穿越多个堆垛区和通道。堆场面积1000-10000平方米，原木堆高2-4层，通道宽度有限。典型配置每班2-4人，单次配送耗时5-20分钟，日配送量50-200立方米。常见问题：堆场通道不规则行走风险、原木堆垛塌落伤人、雨天地面湿滑、夜班视线不良。,命中入口一（堆场空间不规则需人形形态穿越）、入口一（多工位切换覆盖多个配送点）、入口八（木材加工厂普遍需要多个配送工位）。,20,木材加工和木、竹、藤、棕、草制品业,3,堆场作业伤人风险存在，雨天湿滑夜班视线差，招工有一定难度,4,单厂配送工位3-8个，场景覆盖全部木材加工企业,3,命中V1全时在线、V5配送记录追溯、V4多机协作路径优化,2,行走+简单搬运放置，可配合叉车协作,2,堆场布局不规则，堆垛位置变化，通道有障碍物,4,配送延误可调度补救，物料损伤风险低,4,配送响应有余量，非刚性节拍约束
设备巡检-木材加工车间-多机台监控,EquipmentInspection-WoodWorkshop-MultiMachineMonitoring,20-00-00,设备运行→定时巡检→异常报警→维修处理→记录归档,定时巡检,该工位覆盖整个加工车间，需对锯切机、刨床、砂光机、热压机等多台设备进行定时巡检，检查运行状态、温度、振动、油位等参数。当前由人工手持测温枪、振动检测仪沿固定路线巡查，记录数据并上报异常。车间面积500-5000平方米，设备10-50台，巡检路径固定。典型配置每班1人，每2小时巡检一次，单次耗时30-60分钟。常见问题：巡检记录填写不规范、夜班巡检人员打瞌睡漏检、设备异常发现滞后。,命中入口三（巡检漏读可下轮补上完全可重试）、入口五（设备状态数据需追溯用于预测性维护）、入口八（全行业通用巡检场景）。,20,木材加工和木、竹、藤、棕、草制品业,2,巡检岗劳动强度低，但夜班单调易疲倦，有漏检隐患,5,全行业通用场景，每个木材加工车间都需要设备巡检,4,命中V1全时在线、V5数据自动归档、V6多传感器异常检测、V7异常数据积累,1,行走+仪表读数+拍照记录，无物理操作,3,车间布局固定但有人员和物料移动,5,单次漏检无后果，下轮补上即可,5,无节拍要求，按周期巡检
原料上料-削片机进料-重载连续,MaterialFeeding-ChipperInfeed-HeavyContinuous,20-201-2012,原料入库→分拣备料→削片加工→筛分分级→打包出库,削片加工,该工位位于削片机进料口，上游为原料分拣区，下游为筛分工序。当前由人工将枝桠材、边角料等木材废料搬运至削片机进料输送带，确保连续进料。原料形态不规则，长度0.5-3米，单件重量5-30kg，含有铁钉、石块等杂质需人工挑出。典型配置每班2人，持续上料作业，日处理量50-150立方米。常见问题：重体力连续搬运劳损、杂质进入损坏刀具、削片飞溅伤人风险。,命中入口一（需人形形态适应不规则原料搬运）、入口二（削片机区域噪音和飞屑危险）、入口四（连续上料疲劳影响杂质挑拣质量）。,20,木材加工和木、竹、藤、棕、草制品业,4,持续重体力搬运，噪音超85分贝，削片飞溅风险，招工困难,3,单厂削片机1-4台，全国木片加工企业约2000家,3,命中V1全时连续上料、V2进料速度一致、V6金属异物检测,2,搬运放置为主，原料形态不规则但无精度要求,3,工位固定但原料堆放位置和形态变化大,4,上料中断可恢复，杂质进入可停机清理,3,需保持连续进料但有缓冲余量
成品打包-木制容器-多规格组合,Packaging-WoodContainer-MultiSpecCombination,20-203-2035,木料入库→下料裁切→组装成型→打磨处理→表面涂装→检测打包→成品出库,检测打包,该工位位于产线末端，上游为表面处理，下游为成品仓库。当前由人工对木箱、木托盘、木桶等容器进行外观检查，然后堆叠打包、贴标签、码放至出货区。产品规格多样，木箱尺寸30×30×30cm至120×100×100cm，重量2-50kg。典型配置每班2-3人，单件打包耗时30-120秒，日处理量200-800件。常见问题：多规格产品需频繁调整打包方式、重件搬运劳损、打包带操作存在划伤风险。,命中入口八（木容器厂普遍设置多个打包工位）、入口一（需双臂协作处理大件产品）、入口四（检测判断依赖注意力）。,20,木材加工和木、竹、藤、棕、草制品业,3,大件搬运劳损，打包带划伤偶发，岗位单调性投诉,4,单厂打包工位3-10个，全国木容器企业超8000家,3,命中V1全时在线、V2打包规范一致、V5出货数据追溯,2,搬运堆叠打包，无精密操作但需适应多规格,3,工位固定但产品规格多变需识别,4,打包不规范可重做，产品本身耐碰撞,4,打包工位有余量，非瓶颈
纤维分离-纤维板制造-高温高湿,FiberSeparation-FiberboardProduction-HighTempHumid,20-202-2022,木片入库→蒸煮软化→纤维分离→施胶拌合→铺装成型→热压固化→冷却养生→裁边砂光→检测包装,纤维分离,该工位位于纤维板生产线的前段，上游为木片蒸煮，下游为施胶拌合。当前由人工监控热磨机运行状态，调整磨盘间隙参数，处理堵料异常，检查纤维质量。热磨机区域温度60-80℃，蒸汽弥漫，噪音超过90分贝。典型配置每班1-2人负责1-2台热磨机。常见问题：高温高湿环境中暑脱水、蒸汽烫伤风险、噪音导致听力损伤、磨盘间隙调整需丰富经验。,命中入口二（高温高湿蒸汽环境人类不宜长时间作业）、入口七（磨盘间隙调整需专家经验可远程投射）、入口五（纤维质量参数需追溯）。,20,木材加工和木、竹、藤、棕、草制品业,5,热磨机区域温度超60℃且蒸汽弥漫，每班中暑风险高，人员必须轮换,2,单厂热磨机1-3台，全国纤维板企业约600家,4,命中V1全时监控、V5纤维参数记录、V6振动和温度监测、V7异常数据积累,3,参数调整和异常处理需一定技巧,4,设备固定，操作界面位置固定,2,参数偏差导致纤维质量不合格，影响整批产品,4,连续生产但监控巡视无固定节拍
高温炭化-竹炭制品-窑炉操作,Carbonization-BambooCharcoal-KilnOperation,20-204-2041,竹材处理→装窑备料→炭化烧制→出窑冷却→分选加工→成品包装,炭化烧制,该工位位于炭化窑区域，上游为装窑备料，下游为出窑冷却。当前由人工监控炭化窑温度曲线，操作风门和进料口，判断炭化程度，处理异常情况。炭化温度800-1200℃，窑体周边环境温度超60℃，存在一氧化碳泄漏风险。典型配置每班2人负责1-2座炭化窑，单窑周期24-72小时。常见问题：高温热辐射和CO中毒风险、炭化程度判断依赖经验、夜班监控人员难招。,命中入口二（高温和CO风险人类不宜长时间到达）、入口七（炭化判断需经验丰富操作员）、入口五（炭化温度曲线需全程追溯）。,20,木材加工和木、竹、藤、棕、草制品业,5,窑体温度超60℃且存在CO中毒风险，人员不宜靠近，夜班极难招人,2,单企业1-4座炭化窑，全国竹炭企业约300家,4,命中V1全时监控、V5温度曲线全程记录、V6CO浓度检测、V7炭化数据积累,3,操作风门、进料口，需判断炭化状态,4,窑体位置固定，操作点固定,2,炭化过度或不足导致整窑产品质量问题，损失数千至万元,5,批次处理，无固定节拍，按温度曲线控制
搬运码垛-木质板材-大尺寸异形件,Palletizing-WoodPanels-LargeIrregular,21-211-2110,原料入库→干燥处理→开料裁切→刨削铣削→钻孔榫卯→砂光→组装→涂装→干燥→检验→包装→成品出库,原料入库,该工位位于车间入口与开料区之间，上游为原材料卸货区，下游为干燥窑或开料设备。当前由人工配合叉车完成板材的分拣、堆垛和转运，需将不同规格板材按批次分类码放至指定料位。操作对象为实木板材或人造板，尺寸范围1220×2440mm至600×900mm，单板重量5-30kg，需双人配合搬运大板。典型配置为每班2-3人，单件搬运耗时20-60秒，日处理量约200-500板。该工位容易出现板材磕碰损伤、码垛不齐导致后续取料困难、人员腰部劳损。,大尺寸板材需双臂协作搬运，码垛高度达1.5-2米需要灵活站姿调整，且搬运失败可重试不损伤物料。多品种规格频繁切换使固定自动化不经济。,21,家具制造业,3,重体力劳动导致腰肌劳损，年流动率约35%，需常年招聘搬运工,4,单厂入库区可部署3-5台，木质家具厂全国数万家，同类工位总量超10万,3,命中V1全时在线、V2一致性码垛、V5过程数据记录物料批次,2,自由空间搬运加定位放置，无精密接触要求，定位精度厘米级即可,3,料位固定但板材摆放有±15cm波动，叉车和人员走动频繁,5,放置不到位可立即调整，板材耐磕碰，失败无直接损失,4,非产线瓶颈，入库可分批进行，速度余量充足
砂光打磨-木质部件-多面曲面,Sanding-WoodParts-MultiCurved,21-211-2110,原料入库→干燥处理→开料裁切→刨削铣削→钻孔榫卯→砂光→组装→涂装→干燥→检验→包装→成品出库,砂光,该工位位于机加工区与涂装区之间，上游为钻孔榫卯工序，下游为涂装喷漆。当前由人工手持砂光机或在砂光台上操作，对木质部件进行表面砂光处理，去除毛刺并达到涂装要求的粗糙度。操作对象为各类木质构件，尺寸从小配件(10cm级)到大板面(2m级)不等，需多角度翻转打磨，砂纸目数从80目粗磨到240目细磨分级处理。典型配置为每班4-8人，单件耗时1-10分钟视部件大小，一人一工位流水作业。该工位容易出现砂光不均导致涂装后色差、粉尘吸入危害健康、手部振动病。,粉尘浓度高属人类不宜长时间作业环境，手持砂光机需工具适配能力，多面曲面打磨需双臂协作完成翻转和固定。人工打磨质量随疲劳衰减明显。,21,家具制造业,4,粉尘环境需戴防护面罩，有效工时降至70%，振动病职业病风险高,4,单厂砂光工位6-15个，木质家具厂普遍存在，全国同类工位超5万,4,命中V1全时在线、V2消除疲劳波动、V5力曲线记录、V6力觉感知粗糙度,4,需力控跟随曲面轮廓，接触状态转换3-4次，亚毫米级力控,3,工位固定但工件形状多变，需自适应调整打磨路径,4,砂光不足可补磨，过度砂光仅轻微降级，单次失败可重试,3,节拍30-120秒视部件，可并行多工位补偿
喷涂作业-木质家具-油性漆多层,Spraying-WoodFurniture-MultiCoatOil,21-211-2110,原料入库→干燥处理→开料裁切→刨削铣削→钻孔榫卯→砂光→组装→涂装→干燥→检验→包装→成品出库,涂装,该工位位于砂光区后、干燥房前，上游为砂光完成的白坯件，下游为干燥固化工序。当前由人工在喷漆房内手持喷枪进行底漆、面漆的多道喷涂，需根据部件形状调整喷涂角度和距离。操作对象为各类木质构件和组装半成品，需360度旋转喷涂确保覆盖均匀，单件喷涂膜厚控制在30-80μm。典型配置为每班2-4人轮岗，单件耗时2-8分钟，每人连续作业不超过2小时需换岗。该工位容易出现流挂、橘皮、漏喷等涂装缺陷，以及有机溶剂对人体健康的危害。,有机溶剂挥发环境属人类不宜长时间作业，即使穿戴防护服有效工时也大幅缩减。手持喷枪需工具适配，异形件需多角度喷涂符合多工位切换特征。,21,家具制造业,5,有机溶剂环境，需全套防护，每2小时必须换岗，职业健康风险极高,4,单厂喷漆房2-6个工位，木质家具厂均需涂装，全国工位超3万,5,命中V1-V6：全时在线、一致性膜厚、喷涂检测合并、群体学习、过程追溯、超人感知,3,手持喷枪定距离定速度喷涂，力控要求低，轨迹精度厘米级,4,喷漆房密闭固定，工件位置由转台控制，光照稳定,3,轻微流挂可打磨重喷，严重缺陷需返工但不报废,3,节拍2-8分钟/件，可多喷房并行作业
组装作业-板式家具-五金连接件,Assembly-PanelFurniture-HardwareFittings,21-211-2110,原料入库→干燥处理→开料裁切→刨削铣削→钻孔榫卯→砂光→组装→涂装→干燥→检验→包装→成品出库,组装,该工位位于涂装干燥后、检验包装前，上游为干燥完成的涂装件，下游为成品检验。当前由人工在组装台上完成各板件的连接固定，使用电动螺丝刀安装三合一连接件、铰链、滑轨等五金配件。操作对象为各规格板件，需一手扶稳板件、一手操作工具，柜体组装需翻转调整姿态。典型配置为每班6-12人流水作业，单件(如一个抽屉)耗时1-3分钟，整柜组装15-40分钟。该工位容易出现螺丝滑牙、板件对位不准、铰链安装角度偏差导致门板不平。,组装需一手固定另一手操作的典型双臂协作，使用各类电动工具需工具适配能力。板式家具多品种小批量特点使专用组装设备不经济。,21,家具制造业,3,重复拧螺丝动作导致腕部劳损，年流动率30%，质量依赖熟练度,5,单厂组装线10-50个工位，家具组装是通用工序，全国工位以万计,4,命中V1全时作业、V2拧紧扭矩一致、V3拧紧检测合并、V5扭矩追溯,4,需定位孔位对准、扭矩控制、接触状态转换4-5次,3,组装台固定但板件摆放有波动，需视觉定位,3,螺丝滑牙需返工更换，不造成板件报废,3,流水线节拍1-3分钟/工序，可多工位并行
外观检测-成品家具-多面翻转,VisualInspection-FinishedFurniture-MultiSide,21-211-2110,原料入库→干燥处理→开料裁切→刨削铣削→钻孔榫卯→砂光→组装→涂装→干燥→检验→包装→成品出库,检验,该工位位于组装后、包装前，上游为组装完成的成品家具，下游为包装入库。当前由人工对成品进行全面目视检查，包括涂装表面缺陷、五金件安装质量、结构稳固性、尺寸符合性等项目。操作对象为各类成品家具，需多角度翻转观察，大件需绕行检查。典型配置为每班2-4人，单件检验耗时2-10分钟视家具大小，需填写检验记录。该工位容易出现漏检（尤其连续工作4小时后）、检验标准主观性大导致判定不一致。,人类注意力衰减是该工位核心痛点，连续检验后漏检率显著上升。检验失败可重复，无不可逆后果。机器人一致性检测可消除主观判定差异。,21,家具制造业,3,注意力高度集中导致视觉疲劳，4小时后漏检率翻倍，需轮岗,4,单厂检验工位2-6个，所有家具厂均需成品检验,4,命中V1全时检测、V2消除主观差异、V5检测数据自动归档、V6多光谱检测,2,主要为视觉观察加简单触摸检查，无精密力控要求,3,检验台固定但家具尺寸多变，需自适应检测路径,5,漏检可下轮补上，误判可复核，无物料损伤风险,4,检验非瓶颈工位，可缓冲调度
包装作业-成品家具-异形大件,Packaging-FinishedFurniture-LargeIrregular,21-211-2110,原料入库→干燥处理→开料裁切→刨削铣削→钻孔榫卯→砂光→组装→涂装→干燥→检验→包装→成品出库,包装,该工位位于检验后、成品库前，上游为检验合格品，下游为成品入库或直接发货。当前由人工完成护角安装、气泡膜/纸板包裹、打包带捆扎、装箱等包装操作。操作对象为各类成品家具，从小配件到整柜不等，大件需2-3人配合。典型配置为每班4-8人，单件包装耗时2-15分钟视大小，需搬运至打包台、绕行包裹、翻转打带。该工位容易出现包装不牢导致运输破损、贴标错误、重体力导致人员疲劳。,大件异形家具包装需双臂协作完成包裹和翻转，属典型多工位切换场景（取料-包裹-打带-贴标）。包装失败可重做，无物料损伤。,21,家具制造业,3,重体力加重复动作，腰肌劳损和腕部劳损高发，流动率约35%,5,单厂包装工位5-20个，属通用工序，全国同类工位以万计,3,命中V1全时作业、V2包装一致性、V5包装记录与追溯,2,包裹缠绕加打带捆扎，定位精度厘米级，无精密力控,3,打包台固定但家具尺寸多变，包材位置相对固定,5,包装不牢可拆开重做，贴标错误可撕换,4,包装可批量进行，非产线瓶颈
焊接打磨-金属框架-管材接头,WeldGrinding-MetalFrame-TubeJoints,21-213-2130,原料入库→切割下料→折弯冲压→焊接→打磨→表面处理→喷涂→组装→检验→包装→成品出库,打磨,该工位位于焊接后、表面处理前，上游为焊接完成的金属框架，下游为酸洗或喷涂。当前由人工手持角磨机对焊缝进行打磨平整，去除焊渣飞溅和多余焊肉，要求打磨后表面平整度达到涂装要求。操作对象为各类金属管材框架（钢管、铝管），焊缝位置多样需多角度打磨，单件焊缝数量3-20处不等。典型配置为每班3-6人，单件耗时3-15分钟，需频繁翻转框架。该工位容易出现金属粉尘吸入、打磨振动导致手部麻木、焊缝打磨不均影响涂装附着力。,金属粉尘环境属人类不宜长时间作业，手持角磨机需工具适配能力，框架多角度打磨需双臂协作完成翻转和固定。,21,家具制造业,4,金属粉尘浓度高需戴防护面罩，振动病风险，有效工时降至65%,4,单厂打磨工位4-10个，金属家具厂均需焊后打磨,4,命中V1全时作业、V2打磨一致性、V5力曲线追溯、V6力觉感知平整度,4,需力控跟随曲面，接触状态转换多，振动控制要求高,3,打磨台固定但框架姿态多变，焊缝位置需视觉定位,4,打磨不足可补磨，过度打磨仅轻微影响强度,3,节拍3-15分钟/件，可多工位并行
喷涂作业-金属家具-粉末静电喷涂,Spraying-MetalFurniture-PowderCoating,21-213-2130,原料入库→切割下料→折弯冲压→焊接→打磨→表面处理→喷涂→组装→检验→包装→成品出库,喷涂,该工位位于表面处理后、固化炉前，上游为磷化或喷砂处理完成的金属件，下游为高温固化。当前由人工在喷粉房内手持静电喷枪进行粉末喷涂，需根据框架形状调整喷涂角度确保死角覆盖。操作对象为各类金属框架和板材件，悬挂在输送链上旋转喷涂，膜厚要求60-120μm。典型配置为每班2-4人轮岗，单件耗时1-5分钟，连续作业需防护措施。该工位容易出现死角漏喷、膜厚不均、粉末吸入危害健康。,粉末飘浮环境虽无溶剂毒性但粉尘吸入仍有健康风险，需戴防护面罩作业。手持喷枪需工具适配，复杂框架需多角度喷涂。,21,家具制造业,4,粉末环境需全套防护，有效工时降至70%，需频繁轮岗,4,单厂喷粉线2-6个工位，金属家具厂普遍采用粉末喷涂,5,命中V1全时在线、V2膜厚一致、V3喷涂检测合并、V5过程追溯、V6膜厚实时感知,3,手持喷枪定距喷涂，轨迹精度厘米级，需自适应框架形状,4,喷粉房密闭，工件悬挂位置固定，光照稳定,3,漏喷可补喷，膜厚不均需打磨重喷,3,节拍1-5分钟/件，可多喷位并行
组装作业-金属家具-螺栓紧固,Assembly-MetalFurniture-BoltFastening,21-213-2130,原料入库→切割下料→折弯冲压→焊接→打磨→表面处理→喷涂→组装→检验→包装→成品出库,组装,该工位位于喷涂固化后、检验前，上游为喷涂固化完成的金属件，下游为成品检验。当前由人工在组装台上完成金属框架与面板、配件的连接固定，使用气动扳手或电动工具安装螺栓、脚轮、扶手等。操作对象为各类金属家具骨架，需翻转调整姿态完成多面紧固。典型配置为每班4-10人流水作业，单件耗时3-10分钟，需一手扶稳构件一手操作工具。该工位容易出现螺栓漏装、扭矩不达标导致松动、翻转过程磕碰涂层。,组装需一手固定另一手操作的典型双臂协作，使用气动工具需工具适配能力。扭矩一致性要求高，人工操作存在疲劳波动。,21,家具制造业,3,重复拧螺栓导致腕部劳损，扭矩波动导致返工率约5%,4,单厂组装工位5-15个，金属家具厂均需组装工序,4,命中V1全时作业、V2扭矩一致、V3拧紧检测合并、V5扭矩追溯,4,需对准孔位、扭矩控制、接触状态转换4-5次,3,组装台固定但框架姿态多变，需视觉定位孔位,3,螺栓漏装可补装，扭矩不足可复紧,3,节拍3-10分钟/件，可多工位并行
取放作业-注塑件-模具周转,PickPlace-InjectionParts-MoldCycle,21-214-2140,原料入库→配料混合→干燥除湿→注塑成型→脱模取件→修边去毛刺→表面处理→组装→检验→包装→成品出库,脱模取件,该工位位于注塑机旁，上游为注塑成型完成的塑料件在模具中冷却，下游为修边去毛刺工序。当前由人工或简易机械手从打开的模具中取出成型件，放置到传送带或周转箱中。操作对象为各类塑料椅面、桌板、配件等，尺寸从几厘米到1米级不等，取件后需快速放置以配合注塑周期。典型配置为每台注塑机配1人或1台简易机械手，取件周期20-60秒，需适应多品种模具切换。该工位容易出现取件不及时导致周期延长、塑料件高温烫伤手、放置不当导致变形。,注塑机旁环境温度较高（模具区域60-80℃），取件节拍紧凑但失败可重试。多品种模具切换使专用机械手不经济，人形方案更具柔性。,21,家具制造业,3,高温环境加单调重复，年流动率约30%，烫伤时有发生,4,单厂注塑机5-30台，每台需配取件工位，塑料家具厂普遍存在,3,命中V1全时取件消除周期波动、V2取件动作一致、V5周期数据记录,2,从固定模具位置取出放至固定位置，定位精度厘米级,5,注塑机位置固定，模具开合位置精确，工件位置完全确定,4,取件失败可重试，塑料件耐摔不易损伤,2,需配合注塑周期20-60秒，空间受限难以并行
修边打磨-塑料件-分型线毛刺,Trimming-PlasticParts-PartingLineBurr,21-214-2140,原料入库→配料混合→干燥除湿→注塑成型→脱模取件→修边去毛刺→表面处理→组装→检验→包装→成品出库,修边去毛刺,该工位位于取件后、表面处理前，上游为取出的注塑成品，下游为喷漆或直接组装。当前由人工手持修边刀或小型砂轮机去除塑料件分型线处的毛刺飞边，确保表面光滑手感好。操作对象为各类塑料椅面、扶手、配件，毛刺位置沿分型线分布，需多角度检查和修整。典型配置为每班3-8人，单件耗时30秒-3分钟视毛刺量，需翻转检查多面。该工位容易出现修边不净影响外观、修边过度留下刀痕、塑料碎屑吸入。,重复性修边操作人类注意力衰减明显，手持工具需工具适配能力，多面修边需双臂协作翻转检查。失败可重修无报废风险。,21,家具制造业,3,单调重复导致注意力衰减，漏修率随工时上升，流动率约25%,4,单厂修边工位3-10个，塑料家具厂普遍需要,3,命中V1全时作业、V2修边质量一致、V6力觉感知毛刺位置,3,手持刀具沿分型线轨迹去除，力控要求中等,3,工位固定但工件形状多变，毛刺位置需视觉定位,4,修边不净可补修，过度留痕可轻抛处理,4,非瓶颈工位，可缓冲调度
绷网铺设-软体家具-弹簧床垫,SpringSetting-Upholstery-Mattress,21-219-2190,原料入库→弹簧加工→框架制作→绷网铺设→填充物铺设→面料包覆→绗缝→检验→包装→成品出库,绷网铺设,该工位位于框架制作后、填充物铺设前，上游为焊接好的弹簧网片和木框架，下游为填充棉层。当前由人工将弹簧网片固定在框架上，用气动枪打钉或用卡扣固定边缘，确保弹簧均匀分布、张力一致。操作对象为各尺寸床垫弹簧网（0.9m-2m宽），需拉伸到位后多点固定。典型配置为每班4-8人两人一组配合，单件耗时3-8分钟，需双人同步拉紧。该工位容易出现弹簧网偏斜、边缘固定不牢、张力不均导致使用后下陷。,双人配合拉紧是典型双臂协作场景（一手拉紧一手固定），使用气动打钉枪需工具适配能力。张力一致性对舒适度影响大，人工操作存在波动。,21,家具制造业,3,拉伸弹簧网体力消耗大，需两人配合，年流动率约30%,3,单厂绷网工位2-6个，仅软体家具厂需要,3,命中V1全时作业、V2张力一致性、V6力觉感知弹簧张力,3,需拉伸定位、多点固定，力控要求中等,4,绷网台固定，框架位置确定，弹簧网规格标准,3,固定不牢可重新打钉，偏斜严重需返工调整,3,节拍3-8分钟/件，可多工位并行
面料包覆-软体家具-沙发坐垫,Upholstering-Upholstery-SofaCushion,21-219-2190,原料入库→弹簧加工→框架制作→绷网铺设→填充物铺设→面料包覆→绗缝→检验→包装→成品出库,面料包覆,该工位位于填充物铺设后、绗缝或成品检验前，上游为填充完成的坐垫芯，下游为绗缝或直接入成品。当前由人工将裁剪好的面料（布艺或皮革）包覆在坐垫芯上，拉紧抚平后用气动枪打钉或缝纫固定在底部框架上。操作对象为各类沙发坐垫、靠垫，面料需拉伸到位避免起皱，皮革需特别注意纹路方向。典型配置为每班6-12人，单件耗时2-8分钟，需双手同步拉紧多面。该工位容易出现面料起皱、拉伸不均、皮革划伤、打钉不牢后期脱落。,面料包覆需双手同步拉紧定位是典型双臂协作，操作柔性材料需接触丰富的力控能力。人工操作质量依赖熟练度，存在疲劳波动。,21,家具制造业,3,熟练工培养周期长（3-6个月），质量依赖个人手感，流动率约25%,3,单厂包覆工位5-15个，仅软体家具厂需要,3,命中V1全时作业、V2拉伸力一致、V5过程记录追溯,5,柔性材料操纵需精细力控，接触状态转换多，需实时判断褶皱,3,包覆台固定但坐垫形状多变，面料柔性需自适应,3,起皱可拆开重包，皮革划伤需更换面料,3,节拍2-8分钟/件，可多工位并行
弯曲成型-竹藤材料-蒸汽软化后,Bending-BambooRattan-SteamSoftened,21-212-2120,原料入库→材料处理(防腐软化)→裁切→弯曲成型→编织组装→表面处理→检验→包装→成品出库,弯曲成型,该工位位于蒸汽软化处理后、编织组装前，上游为软化完成的竹/藤条，下游为编织或框架组装。当前由人工将蒸汽软化后的材料趁热弯曲成型并固定在模具上，待冷却定型后取出。操作对象为各规格竹条、藤条，直径5-30mm，需在软化后10-30分钟内完成弯曲否则变脆。典型配置为每班2-4人，单件耗时1-3分钟，需双手同步弯曲避免断裂。该工位容易出现弯曲角度不一致、冷却后回弹、弯曲处开裂、烫伤风险。,蒸汽处理后材料温度60-80℃存在烫伤风险，弯曲需双手同步施力是典型双臂协作。操作时间窗口紧迫（软化后有限时间内完成），一致性要求高。,21,家具制造业,3,高温材料烫伤风险，时间窗口压力大，年流动率约30%,2,单厂弯曲工位2-4个，竹藤家具厂数量有限（全国约数百家）,3,命中V1消除时间窗口压力、V2弯曲角度一致、V6力觉感知材料状态,4,需双手协调施力弯曲，力控避免断裂，接触状态转换3-4次,4,弯曲模具位置固定，材料规格标准化,3,弯曲失败材料需返回软化重做，损失时间成本,2,需配合材料软化时间窗口，节拍紧凑
车间巡检-家具工厂-设备状态,Inspection-FurnitureFactory-Equipment,21-00-00,原料入库→加工制造→涂装处理→组装→检验→包装→成品出库,加工制造,该工位覆盖整个生产车间，包含木工机械、金属加工设备、涂装设备等的运行状态巡检。当前由人工沿固定路线定时巡检，检查设备运行参数、润滑状态、安全防护装置、物料存量等。操作对象为各类生产设备及其仪表盘，需读取温度、压力、转速等参数，观察异常声响和振动。典型配置为每班1-2人，全厂巡检一轮耗时1-3小时，日巡检2-4轮。该工位容易出现夜班巡检不到位、记录漏填、设备异常早期征兆被忽视。,巡检是典型高容错可重试场景，漏读一次下轮补上即可。夜班巡检人类注意力严重衰减，而机器人可7×24持续巡检。数据采集需求天然匹配机器人数字化优势。,21,家具制造业,3,夜班巡检质量下降明显，漏检导致设备故障停机时有发生,5,每个制造工厂都需要设备巡检，跨行业通用场景,5,命中V1全时在线、V2巡检一致性、V4多机数据共享、V5自动记录、V6热成像超声波,1,行走观察加读数记录，几乎不需要动手操作,3,路线固定但车间有人员叉车活动，需避障,5,漏读可下轮补上，误读可复核，完全无损失,5,无节拍要求，巡检频率可自主调节
搬运配送-车间物料-跨楼层多工位,Delivery-ShopfloorMaterial-MultiFloor,21-00-00,原料入库→加工制造→涂装处理→组装→检验→包装→成品出库,加工制造,该工位覆盖车间内部及仓库与车间之间的物料配送，包括原材料、半成品、工装夹具的转运。当前由人工推车或叉车进行物料配送，部分老旧厂房涉及楼层转运需走楼梯。操作对象为各类物料箱、托盘、工装，单件重量5-50kg，需送达指定工位并摆放到位。典型配置为每班2-6人，单程配送耗时5-20分钟视距离，日配送上百次。该工位容易出现配送延误导致工位待料、物料磕碰损伤、配送错误、人员腰部劳损。,跨楼层配送涉及楼梯行走是人形形态硬约束优势（轮式方案无法上楼），多工位切换需柔性移动能力。配送失败可重送无物料损伤。,21,家具制造业,3,重体力加长距离走动，腰肌劳损高发，年流动率约35%,5,每个制造工厂都需要物料配送，跨行业通用场景,3,命中V1全时配送消除等待、V2配送准时率提升、V5配送记录追溯,2,搬运加定点放置，无精密接触要求,2,路线固定但车间人员叉车活动频繁，需动态避障,5,配送失败可重送，物料耐磕碰,4,配送可提前备料，非刚性节拍约束
切割下料-金属管材-定长批量,Cutting-MetalTube-FixedLengthBatch,21-213-2130,原料入库→切割下料→折弯冲压→焊接→打磨→表面处理→喷涂→组装→检验→包装→成品出库,切割下料,该工位位于原料库后、折弯冲压前，上游为原料钢管/铝管，下游为折弯或直接焊接。当前由人工或半自动切割机完成管材的定长切割，人工负责上料、定位、触发切割、下料码垛。操作对象为各规格金属管材，直径15-50mm，长度按订单定尺，单件重量2-15kg。典型配置为每台切割机配1人，单件切割周期10-30秒，需连续上下料。该工位容易出现长度偏差、切口毛刺、切割碎屑飞溅伤人、单调重复导致疲劳。,切割碎屑飞溅存在安全风险，连续上下料是单调重复场景人类注意力衰减明显。上下料失败可重试无物料损伤。,21,家具制造业,3,切割碎屑飞溅需戴护目镜，单调重复导致注意力下降,4,单厂切割工位2-6台，金属家具厂普遍需要,3,命中V1消除等待时间、V2上料位置一致性、V5切割参数记录,2,上料定位加下料码垛，定位精度毫米级,4,切割机位置固定，管材规格标准，上下料位固定,4,上料不到位可重新定位，切割不良件可报废但损失小,3,节拍10-30秒/件，可多机并行
