scene_name_zh,scene_name_en,industry_code,industry_chain,process_step,scene_description,selection_rationale,source_major_code,source_major_name,labor_urgency_score,labor_urgency_basis,scale_potential_score,scale_potential_basis,superhuman_value_score,superhuman_value_basis,operation_complexity_score,operation_complexity_basis,structure_level_score,structure_level_basis,fault_tolerance_score,fault_tolerance_basis,takt_pressure_score,takt_pressure_basis,l3_extracted,l3_extracted_at,guide_generated,guide_generated_at,l3_file_path,guide_file_path,operation_complexity_origin_score
装卸转运-成品丝车-多层货架,LoadingTransfer-YarnTrolley-MultiLayerRack,28-282-00,原料入库→配料混合→聚合反应→熔融纺丝→牵伸定型→卷绕成型→外观检验→包装出库,外观检验,该工位位于检验区与包装区之间，上游为检验工位，下游为包装线。当前由人工执行，操作内容为将检验合格的丝饼从检验台取下装入多层丝车，推送至包装区，再从丝车取出上包装线。丝车通常3-5层，需弯腰和抬高操作。典型配置为每条线1-2人负责转运，单车装卸耗时3-5分钟。该工位易出现弯腰抬高作业劳损、丝饼取放磕碰、丝车推行碰撞等问题。,命中入口一（多层操作需要人形灵活性）、入口四（重复取放疲劳）、入口八（多检验线可部署）。,28,化学纤维制造业,3,弯腰抬高作业，身体负担较重,4,化纤厂丝饼转运需求普遍,2,命中V1全时作业/V4群体学习,3,取放操作，定位精度厘米级,4,工位固定，丝车规格标准,4,放置不当可调整，不损伤产品,4,配合检验节奏，余量充足,,,,,,,2
操作调节-氨纶纺丝组件-精密装配,AssemblyAdjustment-SpandexSpinPack-PrecisionFitting,28-00-2826,原料入库→配料溶解→熔融聚合→干法纺丝→热定型→卷绕成型→检验→包装出库,干法纺丝,该工位位于氨纶纺丝维护区，服务于干法纺丝的喷丝组件装配。当前由人工执行，操作内容为将清洗后的喷丝板、分配板、过滤网等组件按规定顺序组装，调整垫片厚度控制间隙，拧紧至规定扭矩。氨纶喷丝组件精度要求极高（微米级），装配环境需洁净。典型配置为维护技术员2-3人，组件更换周期视品种和产量而定，单组件装配耗时20-40分钟。该工位易出现装配顺序错误、扭矩不达标导致泄漏、洁净度不足导致堵孔等问题。,命中入口七（精密装配需专业技能且人才稀缺）、入口五（装配过程需完整追溯）、入口六（装配同步检测扭矩）。,28,化学纤维制造业,3,精密装配技术员培养周期长,2,氨纶生产企业数量有限,4,命中V2一致性/V3扭矩检测/V5追溯/V7经验积累,0,微米级精度，多部件顺序装配,5,洁净装配台固定，组件规格标准,2,装配错误需拆解重装,5,离线维护，无产线节拍约束,,,,,,,5
接头操作-断丝重接-纺丝卷绕,SplicingOperation-BrokenYarnRejoining-SpinningWinding,28-282-00,原料入库→配料混合→聚合反应→熔融纺丝→牵伸定型→卷绕成型→外观检验→包装出库,卷绕成型,该工位分布于整个纺丝卷绕区，属于异常处理工序。当前由人工执行，操作内容为发现断丝后迅速找到丝头，使用生头器将丝线重新引入卷绕系统完成接头。断丝处理需要快速响应，否则影响相邻丝位。典型配置为每组卷绕机1-2人待命处理，断丝频率视品种和设备状态，单次接头耗时30-90秒。该工位易出现接头不及时导致缠辊、接头质量差导致后道断头、夜班响应迟钝等问题。,命中入口一（多工位响应需机动性）、入口四（夜班疲劳响应迟钝）、入口八（多卷绕机批量部署）。,28,化学纤维制造业,3,需要快速响应，夜班疲劳是痛点,4,所有纺丝厂均有接头需求,3,命中V1快速响应/V2一致性/V5记录断丝原因,1,找头引丝穿导，精细操作,4,设备固定，丝路可预测,2,接头失败需重做，延误影响产量,2,断丝需快速处理，时间窗口紧,,,,,,,4
贴标扫码-成品丝饼-批次追溯,LabelingScanning-FinishedYarn-BatchTracing,28-282-00,原料入库→配料混合→聚合反应→熔融纺丝→牵伸定型→卷绕成型→外观检验→包装出库,包装出库,该工位位于包装线贴标工位，上游为装箱工位，下游为封箱码垛。当前由人工执行，操作内容为打印标签、粘贴于包装箱指定位置、扫码录入系统确认关联。标签包含批次号、规格、重量、生产日期等信息。典型配置为每条包装线1-2人负责贴标，单箱贴标耗时5-10秒。该工位易出现标签贴歪贴错、扫码遗漏、批次信息关联错误等问题。,命中入口四（重复贴标注意力衰减）、入口五（批次追溯刚需）、入口六（贴标同步扫码验证）、入口八（多包装线部署）。,28,化学纤维制造业,2,工作强度低但错误率随时间上升,5,所有制造业产品均需贴标追溯,4,命中V2零错误/V3贴标扫码合并/V5追溯/V7,3,取标贴附，精度厘米级,4,包装线固定，贴标位置标准,4,贴错可撕掉重贴,3,配合包装节拍，8秒/件,,,,,,,2
搬运转运-聚合切片-吨袋装卸,Handling-PolymerChips-BigBagLoading,28-282-00,原料入库→配料混合→聚合反应→切粒干燥→包装→成品出库,包装,该工位位于切粒包装区，上游为切粒干燥设备，下游为成品仓库。当前由人工配合叉车执行，操作内容为将灌装好的吨袋（1000kg）吊装固定、绑扎封口、挂标签后配合叉车转运。吨袋体积大重量重，需人机协作。典型配置为每条包装线2人负责辅助，单袋处理耗时3-5分钟。该工位易出现吨袋吊装安全风险、绑扎不牢运输散落、人机协作碰撞等问题。,命中入口一（双臂协作处理大型包装）、入口八（多包装线可部署）。,28,化学纤维制造业,3,吊装作业存在安全风险,4,化工切片包装需求通用,2,命中V1持续作业/V5包装记录,2,绑扎封口需配合吊具,4,包装位固定，流程标准化,3,绑扎不牢需重做,4,批次生产，节拍宽松,,,,,,,3
检测记录-纤维物性-拉伸试验,Testing-FiberProperties-TensileTest,28-00-00,原料入库→配料混合→聚合反应→熔融纺丝→牵伸定型→卷绕成型→外观检验→包装出库,外观检验,该工位位于实验室检测区，服务于在线品质控制。当前由人工执行，操作内容为从丝饼上取样、在强力机上夹持固定、启动拉伸测试、记录断裂强度和伸长率数据。每班需检测多批次样品。典型配置为质检员2-3人，每批次检测耗时5-10分钟。该工位易出现样品制备不标准影响结果、夹持力不一致造成数据波动、检测数据录入错误等问题。,命中入口四（重复检测注意力衰减）、入口五（检测数据需完整追溯）、入口六（操作同步记录检测数据）、入口三（单次检测失败可重做）。,28,化学纤维制造业,2,实验室环境良好，但重复性高,4,纤维物性检测所有厂家均需,4,命中V2一致性/V3操检合并/V5追溯/V7,2,精确夹持和操作设备,5,实验室固定工位，设备标准化,5,单次失败重测，无损失,5,离线检测，无节拍要求,,,,,,,3
监控处理-溶剂回收系统-有毒环境,MonitoringMaintenance-SolventRecovery-ToxicEnvironment,28-00-2812,原料入库→浆粕浸渍→黄化反应→溶解过滤→湿法纺丝→后处理→溶剂回收→检验→包装出库,溶剂回收,该工位位于粘胶纤维生产的溶剂回收区，上游为纺丝后处理，属于闭环系统。当前由人工执行，操作内容为巡视溶剂回收塔、热交换器、储罐的运行状态，检查阀门仪表，处理简单异常。二硫化碳为有毒溶剂，存在中毒和爆炸风险。典型配置为每班1-2人负责巡视，佩戴防毒面具，每2小时巡检一次。该工位易出现有毒气体中毒、泄漏发现不及时、防护装备下操作困难等问题。,命中入口二（有毒环境人类不宜到达）、入口三（漏检下轮补上）、入口五（运行参数需追溯）。,28,化学纤维制造业,5,二硫化碳有毒，存在中毒爆炸风险,2,粘胶纤维厂数量有限,5,命中V1/V2/V5/V6气体检测/V7,3,行走观察为主，简单阀门操作,4,设备布局固定，巡检路线预设,3,泄漏发现不及时存在安全风险,5,定时巡检，无节拍要求,,,,,,,2
清洁维护-纺丝甬道-高温密闭,CleaningMaintenance-SpinningChannel-HighTempEnclosed,28-00-2826,原料入库→配料溶解→熔融聚合→干法纺丝→热定型→卷绕成型→检验→包装出库,干法纺丝,该工位位于氨纶干法纺丝设备维护区，服务于纺丝甬道的定期清洁。当前由人工执行，操作内容为停机后进入纺丝甬道，清除内壁聚合物残渣、检查加热元件、更换损坏部件。甬道内空间狭窄、残留温度高、存在溶剂残留气味。典型配置为维护班组3-4人，清洁周期视品种而定，单次清洁耗时2-4小时。该工位易出现高温烫伤、狭窄空间操作困难、溶剂吸入不适等问题。,命中入口一（狭窄空间需人形适配）、入口二（高温和溶剂残留环境）、入口七（维护经验需专业技能）。,28,化学纤维制造业,5,高温狭窄空间，存在多重安全风险,2,氨纶干法纺丝设备数量有限,4,命中V5维护追溯/V6温度感知/V7经验积累,1,狭窄空间清洁和部件更换,4,甬道结构固定，维护点已知,3,清洁不彻底需返工,5,停机维护，无节拍约束,,,,,,,4
称量投料-母粒添加剂-精确配比,WeighingFeeding-MasterbatchAdditives-PreciseDosing,28-282-00,原料入库→配料混合→聚合反应→熔融纺丝→牵伸定型→卷绕成型→外观检验→包装出库,配料混合,该工位位于纺丝配料区，上游为原料仓库，下游为螺杆挤出机。当前由人工执行，操作内容为按配方称量色母粒、消光剂、稳定剂等添加剂，投入配料斗与主料混合。添加剂用量少但精度要求高（克级），品种多需频繁切换。典型配置为每班1-2人负责配料，单批配料耗时10-20分钟。该工位易出现称量误差导致产品色差、添加剂混淆、配比记录不完整等问题。,命中入口五（配方追溯要求严格）、入口四（重复称量易出错）、入口六（称量同步记录数据）。,28,化学纤维制造业,3,精细称量易出错，色差投诉多,4,有色纤维生产均有配料需求,4,命中V2精确一致/V3称量记录合并/V5追溯/V7,2,精确称量，克级精度,4,配料台固定，添加剂位置标准,2,配比错误整批物料受影响,4,批次配料，节拍宽松,,,,,,,3
搬运上架-丝饼入库-立体仓库,StorageRacking-YarnPackageWarehousing-AutomatedWarehouse,28-282-00,原料入库→配料混合→聚合反应→熔融纺丝→牵伸定型→卷绕成型→外观检验→包装出库,包装出库,该工位位于成品仓库入口处，上游为包装完成品，下游为立体货架存储位。当前由人工配合AGV/堆垛机执行，操作内容为将包装好的丝饼从输送线取下，放置于指定货位或托盘，完成系统扫码入库。仓库通道宽度有限，需人机协作。典型配置为每班2-3人负责入库操作，单托盘入库耗时2-3分钟。该工位易出现放置位置错误、扫码遗漏、人机碰撞风险等问题。,命中入口一（仓库空间适配人形）、入口八（多货位可批量部署）、入口五（库存追溯要求）。,28,化学纤维制造业,3,持续作业疲劳，人机协作有风险,5,仓储入库需求跨行业通用,3,命中V1/V2一致上架/V5追溯,3,取放定位，精度厘米级,4,货架位置固定，货位可寻址,4,放错位可调整，不损坏物料,4,配合生产节奏，余量充足,,,,,,,2
检测分级-丝饼条干-自动分拣,GradingInspection-YarnEvenness-AutoSorting,28-282-00,原料入库→配料混合→聚合反应→熔融纺丝→牵伸定型→卷绕成型→外观检验→包装出库,外观检验,该工位位于检验区在线检测设备旁，上游为卷绕成型，下游为分级包装。当前由人工配合检测设备执行，操作内容为将丝饼放上条干仪检测，根据检测结果分级，将不同等级产品分拣至对应区域。检测速度快需快速响应分拣。典型配置为每条检验线1-2人，单件检测分拣耗时15-20秒。该工位易出现分拣错误混级、响应不及时堆积、数据与实物不对应等问题。,命中入口四（连续分拣注意力衰减）、入口六（检测与分拣可合并）、入口八（多检验线部署）、入口五（分级数据需追溯）。,28,化学纤维制造业,3,快速响应分拣，容易出错,4,纤维分级检验通用需求,4,命中V2零错误分拣/V3检测分拣合并/V5追溯/V7,3,取放分拣，响应速度要求,4,检测设备固定，分拣区明确,3,分错需人工重分,3,节拍18秒，需快速响应,,,,,,,2
上卷换卷-牵伸导丝辊-连续运行,RollChange-DrawingGodets-ContinuousOperation,28-282-00,原料入库→配料混合→聚合反应→熔融纺丝→牵伸定型→卷绕成型→外观检验→包装出库,牵伸定型,该工位位于牵伸设备区，服务于导丝辊的定期更换维护。当前由人工执行，操作内容为停机后拆卸磨损的导丝辊，安装新辊并调整对位，确保丝线通过顺畅。导丝辊重量15-30kg，安装需精确对位。典型配置为维护班组2人，换辊周期视磨损情况，单次换辊耗时30-60分钟。该工位易出现重物搬运劳损、对位不准导致丝线偏移、换辊期间停机损失等问题。,命中入口一（双臂协作安装重型部件）、入口七（对位调整需经验）、入口五（维护记录需追溯）。,28,化学纤维制造业,3,重物搬运和精确对位要求,3,牵伸设备维护需求普遍,3,命中V2对位一致/V5维护追溯/V7经验积累,1,重物安装，亚毫米级对位,4,设备结构固定，安装点已知,2,对位不准需重新调整,5,停机维护，无节拍约束,,,,,,,4
巡检记录-生物基发酵罐-无菌环境,Inspection-BioBioReactor-SterileEnvironment,28-00-2831,原料预处理→发酵培养→提取纯化→聚合反应→纺丝成型→后加工→检验→包装出库,发酵培养,该工位位于生物基纤维的发酵车间，上游为原料预处理，下游为提取纯化。当前由人工执行，操作内容为穿戴洁净服进入发酵区，巡视发酵罐温度压力pH等参数，检查管路阀门状态，记录运行数据。发酵区有洁净度要求，人员进出需换装。典型配置为每班2人负责巡检，每2-4小时巡检一次，单次巡检耗时30-45分钟。该工位易出现频繁换装降低效率、人员带入污染风险、夜班疲劳漏检等问题。,命中入口二（洁净环境需减少人员进出）、入口三（漏检下轮补上）、入口五（发酵参数需全程追溯）、入口六（巡检同步数据采集）。,28,化学纤维制造业,4,洁净服作业效率低，污染风险高,3,生物基材料产能正在扩张,5,命中V1/V2/V5/V6多参数监测/V7,4,行走观察读数，无接触操作,4,发酵区布局固定，路线预设,4,单次漏读可下轮补上,5,定时巡检，无节拍要求,,,,,,,1
搬运投料-橡胶生胶块-25kg重载高温,MaterialFeeding-RubberBale-25kgHighTemp,29-291-00,原料入库→配料称量→密炼混炼→压延出片→成型→硫化→修边→检测→包装→成品出库,配料称量,该工位位于密炼车间入口，上游为原料仓库，下游为密炼机加料口。当前由人工将25kg生胶块从料架搬运至密炼机加料口，需要弯腰抬举、转身投放。生胶块尺寸约600×400×200mm，重量20-25kg，表面有防粘剂导致手感滑腻。典型三班制，每班2人，单次投料耗时约40-60秒，每班投料约200次。高频弯腰和重物搬运导致腰肌劳损高发，夏季密炼车间温度超40℃，工人流动率极高。,命中入口二（高温环境人类不宜长时间作业）和入口四（高重复性导致职业伤害），密炼车间高温粉尘环境对人体有害，该工位是典型的重载重复搬运场景。,29,橡胶和塑料制品业,4,密炼车间40℃以上高温，年流动率超50%，腰肌劳损职业病高发,4,每条密炼线需2个投料工位，大型橡胶厂有10+条线,3,命中V1全时在线、V2一致性、V5过程数据沉淀,3,抓取固定规格胶块投入固定位置，无精度要求,4,料架和密炼机位置固定，物料规格标准化,4,投料失误可重新抓取，不造成物料损伤,4,密炼周期8-12分钟，投料环节余量充足,,,,,,,2
搬运装模-轮胎成型鼓-多规格换型,DrumLoading-TireBuilding-MultiSpecChange,29-00-2911,原料入库→密炼→压延→裁切→成型→硫化→修边→动平衡检测→外观检测→包装→成品出库,成型,该工位位于轮胎成型区，上游为半制品供料区，下游为硫化机。当前由人工完成成型鼓换型时的鼓具搬运与安装，需从模具架取出对应规格成型鼓，搬运至成型机并完成定位锁紧。成型鼓重量15-40kg不等，直径300-600mm，需要双手托持并精确对准主轴。三班制每班1人负责3-4台成型机换型，单次换型耗时5-8分钟。换型频次随订单变化，小批量时每班换型可达10次以上，工人反映体力消耗大且易出现对位不准导致返工。,命中入口一（多工位切换、双臂协作、改造不经济）和入口五（换型记录有追溯需求），轮胎行业品种多换型频繁，固定自动化ROI难以覆盖。,29,橡胶和塑料制品业,3,重物搬运致疲劳，但非高危环境，招工难度中等,4,每家轮胎厂数十台成型机，全国轮胎厂超200家,4,命中V1、V2、V4群体学习、V5过程数据,2,需对准主轴定位孔，定位精度约2mm，有一定力控,4,成型机和模具架位置固定，鼓具有标准化接口,3,对位不准需重新调整，耗时但不损坏设备,4,换型非连续作业，时间窗口相对宽裕,,,,,,,3
外观检测-成品轮胎-全周表面,VisualInspection-FinishedTire-FullSurface,29-00-2911,原料入库→密炼→压延→裁切→成型→硫化→修边→动平衡检测→外观检测→包装→成品出库,外观检测,该工位位于轮胎后处理区，上游为动平衡检测，下游为包装入库。当前由人工目视检查轮胎外观缺陷（气泡、缺胶、变形、杂质），需要转动轮胎检查胎面、胎侧、胎圈全周表面。轮胎直径500-800mm，重量8-30kg，需要翻转和旋转操作。两班制每班2人，单件检测耗时30-60秒，日检测量约800-1200条。连续注视黑色表面4小时后漏检率显著上升，需设置复检岗位。,命中入口三（高容错可重试）、入口四（注意力衰减是核心痛点）和入口六（操作检测合并潜力），轮胎外观检测是典型的人类视觉疲劳导致质量波动场景。,29,橡胶和塑料制品业,3,单调重复致注意力衰减，需设复检岗增加人力成本,5,全国轮胎年产量超6亿条，每条都需外观检测,5,命中V1-V7全部，尤其V2一致性和V3操作检测合并,2,需翻转旋转轮胎完成全周检视，中等协调要求,4,检测工位固定，轮胎规格标准化，光照可控,5,漏检可在后续环节或客户端发现并追溯,3,产线节拍约60秒/条，检测工位需匹配,,,,,,,3
搬运码垛-成品轮胎-重载异形,Palletizing-FinishedTire-HeavyIrregular,29-00-2911,原料入库→密炼→压延→裁切→成型→硫化→修边→动平衡检测→外观检测→包装→成品出库,包装,该工位位于轮胎包装区末端，上游为外观检测合格品输送线，下游为成品仓库。当前由人工将轮胎从输送线取下，按规格分类码垛至托盘或料架。轮胎直径500-800mm，重量8-30kg，圆环形异形件需双手托持。三班制每班2人，单件码垛耗时15-25秒，日码垛量约1500-2000条。长时间弯腰抬举导致腰背劳损，轮胎规格切换时易混料。,命中入口一（双臂协作搬运异形件）和入口八（规模化部署可获群体学习效应），轮胎码垛是高频重复的重载作业，多台部署可快速积累经验。,29,橡胶和塑料制品业,4,重载弯腰作业，职业伤害高发，年流动率超40%,5,每家轮胎厂多条产线，全国同类工位超万个,3,命中V1全时在线、V2一致性、V4群体学习,3,抓取圆环形物体放置指定位置，无精度要求,4,输送线和托盘位置固定，轮胎规格可识别,4,放置不当可重新调整，不损伤轮胎,3,需匹配产线节拍，约30秒/条,,,,,,,2
修边去毛刺-橡胶密封件-精细手工,Deflashing-RubberSeal-FineManual,29-00-2913,原料入库→混炼→模压/注射成型→硫化→脱模→修边→清洗→检测→包装→成品出库,修边,该工位位于橡胶零件后处理区，上游为脱模工位，下游为清洗检测。当前由人工使用刀具或冷冻修边机去除橡胶制品的飞边毛刺，需要旋转零件检视并逐处修剪。密封件尺寸从直径5mm到200mm不等，飞边厚度0.1-0.5mm，需要精细力控避免伤及本体。两班制每班3-5人，单件修边耗时20-120秒不等。长期精细作业导致视觉疲劳和手指损伤，修边质量随工作时长下降。,命中入口四（注意力衰减导致质量波动）和入口五（过程数据有追溯需求），汽车密封件修边质量直接影响密封性能，是质量关键工序。,29,橡胶和塑料制品业,3,精细手工作业致手指疲劳，但工作环境尚可,4,橡胶密封件厂每家数十个修边工位，全国数百家,4,命中V2一致性、V3操作检测合并、V5过程数据、V7失败学习,1,需精细力控，避免切伤本体，接触状态转换多,3,工位固定但零件姿态随机，需视觉识别毛刺位置,2,切伤本体导致废品，单件成本较低但影响批量,4,非产线瓶颈，可并行多工位,,,,,,,4
分拣投料-废橡胶块-重载粉尘,Sorting-WasteRubber-HeavyDusty,29-00-2914,废胶收集→分拣分类→粉碎→脱硫→精炼→过滤→检测→包装→成品出库,分拣分类,该工位位于再生橡胶厂进料区，上游为废胶收集堆场，下游为粉碎机。当前由人工从废胶堆中分拣不同类型的废橡胶（轮胎、胶管、杂件），去除金属异物后投入对应料斗。废胶块重量2-20kg不等，形状不规则，表面沾灰尘和油污。两班制每班3-4人，日处理量约20-30吨。粉尘大、气味重、夏季高温，属于招工极困难的工种。,命中入口二（粉尘环境人类不宜长时间作业）和入口三（高容错可重试），废橡胶分拣环境恶劣但操作容错度高，是人形机器人的优势场景。,29,橡胶和塑料制品业,5,粉尘超标、异味重、夏季超40℃，招工极难,3,全国再生橡胶厂约200家，每家2-3个分拣工位,3,命中V1全时在线、V2一致性、V6超人感知（异物检测）,3,抓取分类投放，无精度要求，物体形状随机,2,堆场布局随机，物料位置不可预测,5,分拣错误可在下游纠正，无直接损失,5,无固定节拍，按批次处理,,,,,,,2
检测包装-医用手套-无菌洁净,InspectionPacking-MedicalGlove-SterileClean,29-00-2915,乳胶配制→浸渍成型→硫化→脱模→清洗→干燥→检测→包装→灭菌→成品出库,检测,该工位位于医用手套洁净车间，上游为干燥工序，下游为包装灭菌。当前由人工在洁净环境中目视检查手套针孔、杂质、厚薄不均等缺陷，合格品装入包装袋。手套厚度0.1-0.3mm，需要逐只展开检视透光检测针孔。两班制每班8-10人，单只检测耗时3-5秒，日检测量超10万只。洁净服闷热导致有效工时缩减，眼部疲劳导致漏检率在午后显著上升。,命中入口二（洁净室防护降级人工效率）和入口四（注意力衰减核心痛点），医用手套100%检测是典型的高重复低容差场景。,29,橡胶和塑料制品业,4,洁净服作业有效工时仅60%，漏检率午后翻倍,5,全国医用手套年产量超千亿只，检测工位数以万计,5,命中V1-V6，尤其V2一致性和V6超人感知（透光检测）,2,展开薄膜手套并检视，柔性材料操作中等难度,5,洁净室全封闭，工位固定，光照恒定,3,漏检可能导致不良品流出，但单只价值低,2,高速产线节拍约3秒/只，速度要求高,,,,,,,3
铺装摊平-运动场塑胶-户外大面积,Laying-SportsSurface-OutdoorLargeArea,29-00-2916,基层处理→材料配制→运输→铺装摊平→刮平→固化→划线→验收,铺装摊平,该工位位于运动场施工现场，上游为材料搅拌区，下游为刮平工序。当前由人工将混合好的塑胶材料从搅拌桶运至铺装区域，倒出后用刮板摊平至指定厚度。每桶材料约30-40kg，需要反复弯腰搬运和跪姿作业。白班作业，每组3-4人，单桶摊平耗时3-5分钟。户外高温或低温环境，材料有挥发性气味，工人流动性大。,命中入口一（多工位切换、空间适配）和入口二（挥发性气体环境），运动场铺装是典型的大面积移动作业场景。,29,橡胶和塑料制品业,4,户外高温+挥发气味+跪姿作业，年流动率超50%,3,工程项目制，全国年新建改建运动场约5000个,3,命中V1连续作业、V2厚度一致性、V5施工记录,2,搬运倒料加刮平，需要一定的力控和平整度控制,2,户外现场，地面条件变化，需要导航定位,3,摊平不均可返工刮平，但增加材料成本,4,按工期进度，无严格节拍要求,,,,,,,3
取件码垛-注塑制品-高频循环,PartRemoval-InjectionMolding-HighCycle,29-292-00,原料干燥→配料着色→注塑成型→脱模取件→修边→检测→装配→包装→成品出库,脱模取件,该工位位于注塑机侧，上游为注塑成型，下游为修边或检测。当前由人工或简易机械手从开模后的注塑机中取出制品，放置于传送带或料箱。制品重量0.05-5kg，需要在模具开合间隙窗口内完成取件。三班制每机1人，注塑周期15-60秒，取件窗口约3-8秒。高频重复单调，夜班注意力下降时易夹手受伤。,命中入口四（高重复注意力衰减）和入口八（规模化部署群体学习），注塑取件是塑料行业最普遍的重复作业。,29,橡胶和塑料制品业,3,高频单调作业，夜班事故风险上升，有安全隐患,5,全国注塑机超百万台，每台潜在需求一个取件工位,4,命中V1全时在线、V2一致性、V4群体学习、V5过程数据,3,从固定模具位置取件放置，定位要求低,5,模具和料箱位置固定，开模状态可检测,4,取件失败可下一周期重试，不损伤制品,2,需匹配注塑周期，取件窗口仅数秒,TRUE,2026/6/10 8:35,TRUE,2026/6/10 9:03,actions/by-category/l3_取件码垛-注塑制品-高频循环.json,guides/29-292-00-PartRemoval-InjectionMolding-HighCycle.json,2
换卷接膜-塑料薄膜-双臂协作,RollChange-PlasticFilm-DualArmCoop,29-00-2921,原料干燥→挤出→吹膜/流延→冷却→收卷→分切→检测→包装→成品出库,收卷,该工位位于薄膜生产线末端，上游为冷却牵引，下游为分切或直接包装。当前由人工完成满卷切换：停机、切断薄膜、取下满卷、装上空芯、重新引膜启动。薄膜卷重量50-200kg，需要双臂协作配合卷筒叉车。三班制每线1人，换卷间隔2-4小时，单次换卷耗时5-10分钟。大卷重量大需借助工具，引膜时需精细操作避免撕裂。,命中入口一（双臂协作、改造不经济）和入口五（换卷记录追溯需求），薄膜换卷是双臂协作和多步骤操作的典型场景。,29,橡胶和塑料制品业,3,非高频作业，但大卷搬运有安全风险,4,全国塑料薄膜生产线数千条，每条需换卷工位,3,命中V1连续生产、V4群体学习、V5换卷记录,1,切膜、取卷、装芯、引膜多步骤，需精细力控,4,收卷机位置固定，卷筒规格标准化,3,引膜不当导致撕裂需重新引，损失数米膜材,4,换卷间隔2-4小时，操作时间窗口宽裕,TRUE,2026/6/9 1:07,TRUE,2026/6/9 3:05,actions/by-category/l3_换卷接膜-塑料薄膜-双臂协作.json,guides/29-00-2921-RollChange-PlasticFilm-DualArmCoop.json,4
搬运码垛-塑料管材-长料双臂,Palletizing-PlasticPipe-LongDualArm,29-00-2922,原料干燥→挤出→定型→冷却→切割→检测→打捆→码垛→成品出库,码垛,该工位位于塑料管材生产线末端，上游为打捆工序，下游为成品仓库。当前由人工将定长切割后的管材（或管材捆）从输送线取下，码垛至托盘。管材长度4-6米，直径20-200mm，单根或单捆重量2-30kg，需要双手托持长料。三班制每线1-2人，单次码垛耗时10-30秒。长料搬运需协调平衡，单人操作困难，两人配合效率更高但人力成本翻倍。,命中入口一（双臂协作搬运长料）和入口八（规模化部署），塑料管材码垛是典型需要双臂平衡托持的场景。,29,橡胶和塑料制品业,3,长料单人搬运困难，需两人配合或工具辅助,4,全国塑料管材厂数千家，每家多条生产线,3,命中V1全时在线、V2码垛一致性、V4群体学习,3,托持长料放置指定位置，需平衡但无精度要求,4,输送线和托盘位置固定，管材规格标准,4,放置不当可重新调整，不损伤管材,3,需匹配挤出速度，节拍约20-40秒/根,TRUE,2026/6/11 3:27,TRUE,2026/6/11 16:36,actions/by-category/l3_搬运码垛-塑料管材-长料双臂.json,guides/29-00-2922-Palletizing-PlasticPipe-LongDualArm.json,2
编织操作-塑料编织袋-多机巡回,WeavingOp-PlasticWovenBag-MultiMachinePatrol,29-00-2923,拉丝→收卷→上机→编织→裁切→缝制→印刷→打包→成品出库,编织,该工位位于编织车间，上游为拉丝收卷，下游为裁切缝制。当前由人工巡回照看多台圆织机，处理断丝接头、换纱筒、清理飞花等异常。圆织机运转速度较快，断丝时需要快速停机接头避免布面缺陷。两班制每人照看6-10台机，日均处理异常20-40次。车间噪音大粉尘多，夜班走动巡视疲劳度高。,命中入口一（多工位切换）和入口四（连续巡视注意力衰减），编织车间多机巡回是人形机器人移动能力的优势场景。,29,橡胶和塑料制品业,3,噪音粉尘环境，连续走动巡视易疲劳,4,全国编织袋厂数千家，每家数十台圆织机,4,命中V1全时巡视、V4群体学习、V5异常记录、V6振动检测,1,接头操作需精细手工，找头穿丝有技巧,4,机器排列固定，异常位置可检测,3,接头失败导致局部布面缺陷，可降等处理,4,异常处理无固定节拍，响应及时即可,TRUE,2026/6/8 16:55,TRUE,2026/6/9 3:06,actions/by-category/l3_编织操作-塑料编织袋-多机巡回.json,guides/29-00-2923-WeavingOp-PlasticWovenBag-MultiMachinePatrol.json,4
切割码垛-泡沫板材-轻质大体积,CuttingPalletizing-FoamBoard-LightBulky,29-00-2924,原料配制→发泡→成型→熟化→切割→检测→包装→成品出库,切割,该工位位于泡沫塑料后处理区，上游为熟化区，下游为检测包装。当前由人工操作热丝切割机将大块泡沫切割成指定尺寸，切割后的板材需搬运码垛。泡沫块尺寸可达2×1×0.5米，重量仅10-30kg但体积巨大，需要双臂张开搬运。两班制每线2人，单块切割加码垛耗时1-2分钟。大体积物品视野受阻，搬运时易碰撞。,命中入口一（双臂协作搬运大体积物品）和入口三（高容错），泡沫板材搬运是轻质大体积物品操作的典型场景。,29,橡胶和塑料制品业,2,轻质物品无重载压力，但大体积搬运不便,3,泡沫塑料厂每家若干切割线，全国数百家,2,命中V1全时在线、V2尺寸一致性,3,切割定位加搬运放置，无精度要求,4,切割台和码垛区位置固定,5,泡沫材质抗碰撞，放置不当可调整,4,批次生产，无严格节拍要求,,,,,,,2
