l3_id,l3_name,l2_id,l2_name,l1_id,l1_name,scene_name_zh,scene_name_en,industry_code,industry_name,process_step,step_order,total_steps_in_scene,is_new_l3,human_description,duration_estimate,parallel_with,boundary_note,scene_id,source_file
L3-01-01-001,行走-工业厂房地面-匀速,L2-01-01,平地直行,L1-01,全身位移,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,13,31,False,步行至3号水泵（备用泵）的进水阀门位置,5-8,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-01-08-002,停位-阀门操作位-厘米级,L2-01-08,精确停位,L1-01,全身位移,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,14,31,True,在阀门操作位置精确站位,1-2,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-03-01-001,伸达-阀门手轮-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,15,31,True,将手臂伸向进水阀门手轮,1-2,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-04-01-001,力握-圆环形手轮-直径150至250mm,L2-04-01,力量抓握,L1-04,手部抓握操控,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,16,31,True,双手握住阀门手轮,1-2,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-06-03-001,阀操-截止阀手轮-全关至全开,L2-06-03,阀门旋转操作,L1-06,旋转操作,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,17,31,True,旋转手轮使进水阀门完全打开,10-20,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-04-07-001,释放-渐进松指-手轮固定,L2-04-07,受控释放,L1-04,手部抓握操控,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,18,31,True,松开阀门手轮,1,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-01-01-001,行走-工业厂房地面-匀速,L2-01-01,平地直行,L1-01,全身位移,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,19,31,False,步行至3号水泵出水阀门位置,3-5,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-03-01-001,伸达-阀门手轮-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,20,31,False,将手臂伸向出水阀门手轮,1-2,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-04-01-001,力握-圆环形手轮-直径150至250mm,L2-04-01,力量抓握,L1-04,手部抓握操控,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,21,31,False,双手握住出水阀门手轮,1-2,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-06-03-001,阀操-截止阀手轮-全关至全开,L2-06-03,阀门旋转操作,L1-06,旋转操作,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,22,31,False,旋转手轮使出水阀门完全打开,10-20,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-04-07-001,释放-渐进松指-手轮固定,L2-04-07,受控释放,L1-04,手部抓握操控,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,23,31,False,松开阀门手轮,1,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-01-01-001,行走-工业厂房地面-匀速,L2-01-01,平地直行,L1-01,全身位移,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,24,31,False,步行至控制面板位置,5-10,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-03-01-002,伸达-控制面板按钮-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,25,31,True,将手伸向3号水泵启动按钮,1,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-05-01-001,点压-工业启动按钮-中等力度,L2-05-01,点压触发,L1-05,线性力施加,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,26,31,True,按下3号水泵启动按钮,1,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-03-01-002,伸达-控制面板按钮-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,27,31,False,将手移至1号水泵停止按钮,1,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-05-01-002,点压-工业停止按钮-中等力度,L2-05-01,点压触发,L1-05,线性力施加,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,28,31,True,按下1号水泵停止按钮,1,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-09-01-001,注视-设备运行指示灯-状态确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,29,31,True,注视3号水泵运行指示灯确认已启动,2-3,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-09-01-001,注视-设备运行指示灯-状态确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,30,31,False,注视1号水泵停止指示灯确认已停机,2-3,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-09-07-001,读取-水位表盘-水位数值,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检操作-排水泵房-设备切换,Inspection-DrainagePumpRoom-EquipmentSwitching,6-61-610,煤炭开采和洗选业,通风排水,31,31,False,再次读取水位表确认排水系统运行正常,3-5,,,6-61-610,l3_巡检操作-排水泵房-设备切换.json
L3-01-01-001,行走-混凝土路面-匀速,L2-01-01,平地直行,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,1,24,True,从巡检起点沿道路行走至坝顶入口,30-120,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-04-001,坡面行走-坝体斜坡-上行,L2-01-04,斜面行走,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,2,24,True,沿坝体斜坡道路上行至坝顶,60-180,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-01-002,行走-坝顶路面-低速巡检,L2-01-01,平地直行,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,3,24,True,在坝顶沿巡检路线平稳行走,5-15,4,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-09-03-001,扫检-坝体表面-边行边扫,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,4,24,True,行走同时目视扫描坝体表面检查裂缝渗漏塌陷迹象,5-15,3,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-08-001,停位-异常点近前-分米级,L2-01-08,精确停位,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,5,24,True,发现可疑异常点时在该位置精确停步,1-2,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-02-02-001,俯身-中度前屈-膝部高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,6,24,True,弯腰俯身以近距离观察坝体表面细节,1-2,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-09-02-001,贴检-坝体表面-裂缝渗漏检查,L2-09-02,近距贴近检视,L1-09,感知定位运动,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,7,24,True,近距离目视检查疑似裂缝或渗漏点,5-15,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-02-02-002,俯身-起身复位-恢复站立,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,8,24,True,恢复直立站姿,1-2,,[边界判定]起身是弯腰的逆过程，仍归入L2-02-02弯腰俯身类,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-03-01-001,伸达-腰间设备袋-近距直线,L2-03-01,空载伸达,L1-03,上肢空间运动,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,9,24,True,手伸向腰间设备袋位置,1-2,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-04-03-001,工具握持-手持相机-拍摄功能姿,L2-04-03,工具功能握持,L1-04,手部抓握操控,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,10,24,True,从设备袋中抓取拍照设备并以拍摄姿势握持,2-3,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-09-01-001,注视-异常点-拍照取景,L2-09-01,视觉注视对准,L1-09,感知定位运动,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,11,24,True,将相机举至眼前对准目标取景,2-4,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-05-01-001,点压-相机快门-轻触,L2-05-01,点压触发,L1-05,线性力施加,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,12,24,True,按压快门按钮拍摄记录,0.5-1,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-04-07-001,释放-手持设备-入袋归位,L2-04-07,受控释放,L1-04,手部抓握操控,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,13,24,True,松开手指将相机放回腰间设备袋,2-3,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-01-002,行走-坝顶路面-低速巡检,L2-01-01,平地直行,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,14,24,False,沿坝顶继续行走至下一监测点,20-60,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-02-001,转向行走-坝顶弯道-连续步态,L2-01-02,变向转弯行走,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,15,24,True,在路径转角处变向转弯继续前行,3-5,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-08-002,停位-仪表正前方-读数距离,L2-01-08,精确停位,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,16,24,True,在渗流量监测仪表前停步站定,1-2,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-09-07-001,读取-渗流量仪表盘-数值读取,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,17,24,True,注视渗流量监测仪表表盘读取数值,3-8,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-01-002,行走-坝顶路面-低速巡检,L2-01-01,平地直行,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,18,24,False,移动至位移监测仪表位置,10-30,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-09-07-002,读取-位移监测仪表-数值读取,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,19,24,True,注视位移监测仪表读取位移数据,3-8,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-04-002,坡面行走-坝坡泥泞面-下行,L2-01-04,斜面行走,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,20,24,True,沿坝坡斜面道路下行至库区水边,60-180,,[边界判定]虽然地面湿滑泥泞，但主要特征仍是斜面行走，湿滑属于地面类型参数,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-09-03-002,扫检-库区水位线-视觉巡视,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,21,24,True,目视扫描观察库区水位及水面状态,10-30,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-09-03-003,扫检-排洪设施外观-完整性检查,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,22,24,True,目视扫描检查排洪设施外观完整性,15-45,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-04-001,坡面行走-坝体斜坡-上行,L2-01-04,斜面行走,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,23,24,False,沿坝坡斜面道路上行返回坝顶,90-240,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-01-001,行走-混凝土路面-匀速,L2-01-01,平地直行,L1-01,全身位移,巡检监测-尾矿库-坝体安全,Inspection-TailingsDam-SafetyMonitoring,11-119-1190,开采专业及辅助性活动,尾矿处理,24,24,False,沿道路行走返回巡检起点,30-120,,,11-119-1190,l3_巡检监测-尾矿库-坝体安全.json
L3-01-01-001,行走-核设施通道-防护服状态,L2-01-01,平地直行,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,1,28,True,从安全区入口行走进入辐射控制区通道,5-10,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-06-001,通行-气闸门通道-单人宽度,L2-01-06,狭窄通行,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,2,28,True,通过气闸门狭窄通道进入主厂房,3-5,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-01-002,行走-厂房地坪-巡检路线,L2-01-01,平地直行,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,3,28,True,沿巡检路线行走至第一设备检查点,10-20,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-08-001,停位-巡检标定点-分米级,L2-01-08,精确停位,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,4,28,True,在设备前标定位置精确停止,1-2,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-02-04-001,转体-面向设备-90度范围,L2-02-04,躯干旋转,L1-02,躯体姿态调整,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,5,28,True,躯干向左转体面向被检设备,1-2,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-03-001,扫检-工艺设备外观-状态巡视,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,6,28,True,目视扫描设备整体外观检查运行状态,5-10,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-01-001,注视-设备指示灯-状态确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,7,28,True,注视设备运行指示灯确认状态,2-3,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-07-001,读取-压力表盘-压力数值,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,8,28,True,调整视角对准压力仪表读取数值,2-4,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-07-002,读取-温度表盘-温度数值,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,9,28,True,调整视角对准温度仪表读取数值,2-4,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-04-03-001,工具握持-辐射剂量仪-单手操作姿,L2-04-03,工具功能握持,L1-04,手部抓握操控,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,10,28,True,手握便携式辐射剂量仪保持功能握姿,1-2,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-06-001,测量定位-辐射剂量仪-表面剂量率,L2-09-06,测量工具定位,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,11,28,True,伸出手臂将辐射剂量仪移至设备表面测量点,2-4,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-07-003,读取-剂量仪显示屏-辐射剂量率,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,12,28,True,读取辐射剂量仪显示屏数值,2-3,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-03-02-001,转移-手持仪器-近距收回,L2-03-02,单臂负载转移,L1-03,上肢空间运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,13,28,True,收回手臂将剂量仪移回身侧待机位置,1-2,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-01-002,行走-厂房地坪-巡检路线,L2-01-01,平地直行,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,14,28,False,行走至屏蔽墙区域进行完好性检查,5-10,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-03-002,扫检-屏蔽设施表面-完好性检查,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,15,28,True,目视扫描屏蔽墙表面检查裂纹或破损,10-15,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-02-02-001,俯身-中度前屈-膝上高度,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,16,28,True,弯腰俯身检查屏蔽墙下部区域,2-3,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-02-001,贴检-屏蔽接缝-密封完好性,L2-09-02,近距贴近检视,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,17,28,True,贴近观察屏蔽墙底部接缝处细节,3-5,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-02-02-002,俯身-恢复直立-从前屈位,L2-02-02,弯腰俯身,L1-02,躯体姿态调整,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,18,28,True,起身恢复直立姿态,1-2,,[边界判定]恢复直立是弯腰俯身的逆过程，仍归入L2-02-02,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-02-001,转向行走-90度弯道-连续步态,L2-01-02,变向转弯行走,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,19,28,True,沿巡检路线转弯行走至第二检查点,8-15,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-08-001,停位-巡检标定点-分米级,L2-01-08,精确停位,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,20,28,False,在第二检查点设备前精确停位,1-2,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-03-001,扫检-工艺设备外观-状态巡视,L2-09-03,区域扫描巡视,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,21,28,False,目视扫描第二检查点设备运行状态,5-10,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-07-001,读取-压力表盘-压力数值,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,22,28,False,读取第二检查点仪表数值,2-4,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-06-001,测量定位-辐射剂量仪-表面剂量率,L2-09-06,测量工具定位,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,23,28,False,伸出辐射剂量仪至第二检查点测量位置,2-4,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-09-07-003,读取-剂量仪显示屏-辐射剂量率,L2-09-07,标识读取定位,L1-09,感知定位运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,24,28,False,读取辐射剂量仪显示数值,2-3,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-03-02-001,转移-手持仪器-近距收回,L2-03-02,单臂负载转移,L1-03,上肢空间运动,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,25,28,False,收回辐射剂量仪至身侧,1-2,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-01-002,行走-厂房地坪-巡检路线,L2-01-01,平地直行,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,26,28,False,沿巡检路线行走返回气闸门出口,15-30,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-06-001,通行-气闸门通道-单人宽度,L2-01-06,狭窄通行,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,27,28,False,通过气闸门狭窄通道离开主厂房,3-5,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-01-001,行走-核设施通道-防护服状态,L2-01-01,平地直行,L1-01,全身位移,巡检监测-核设施厂房-辐射限入区,PatrolMonitoring-NuclearFacility-RadiationRestrictedZone,25-253-2530,石油、煤炭及其他燃料加工业,元件制造,28,28,False,行走至安全区出口完成巡检,5-10,,,25-253-2530,l3_巡检监测-核设施厂房-辐射限入区.json
L3-01-01-001,行走-湿滑泥浆地面-低速稳态,L2-01-01,平地直行,L1-01,全身位移,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,1,32,True,从巡检起点出发，在湿滑有泥浆的地面上向重介旋流器方向行走,15-30,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-01-02-001,转向行走-90度弯道-低速连续步态,L2-01-02,变向转弯行走,L1-01,全身位移,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,2,32,True,在设备间的通道拐角处转弯变向,3-5,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-01-05-001,跨越-地面管线-20cm以内,L2-01-05,障碍跨越,L1-01,全身位移,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,3,32,True,跨越地面的管路和线缆障碍,2-4,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
L3-01-08-001,停位-设备观察点-分米级,L2-01-08,精确停位,L1-01,全身位移,巡检监测-洗煤厂重介车间-设备粉尘环境,Inspection-CoalWashingPlantHeavyMedia-DustyEnvironment,11-111-1110,开采专业及辅助性活动,洗选加工,4,32,True,在重介旋流器前方的观察位置精确停步,1-2,,,11-111-1110,l3_巡检监测-洗煤厂重介车间-设备粉尘环境.json
